,,bac,csi,f05,f1s,f2s,fnr,fom,fpr,inf,mcc,mk,npv,ppv,tnr,tpr,thr
AlphaFold-rsa,80,0.89,0.751,0.879,0.858,0.837,0.176,0.079,0.045,0.779,0.797,0.815,0.921,0.894,0.955,0.824,0.551
AlphaFold-rsa,81,0.888,0.75,0.88,0.857,0.835,0.179,0.08,0.044,0.777,0.796,0.816,0.92,0.896,0.956,0.821,0.551
AlphaFold-rsa,82,0.89,0.754,0.882,0.86,0.839,0.175,0.079,0.044,0.781,0.8,0.819,0.921,0.898,0.956,0.825,0.551
AlphaFold-rsa,83,0.89,0.752,0.88,0.859,0.838,0.175,0.078,0.045,0.78,0.798,0.817,0.922,0.895,0.955,0.825,0.551
AlphaFold-rsa,84,0.889,0.75,0.878,0.857,0.837,0.176,0.078,0.045,0.779,0.797,0.815,0.922,0.893,0.955,0.824,0.551
AlphaFold-rsa,85,0.888,0.749,0.878,0.856,0.835,0.179,0.08,0.045,0.776,0.795,0.814,0.92,0.894,0.955,0.821,0.551
AlphaFold-rsa,86,0.888,0.749,0.878,0.856,0.835,0.178,0.08,0.046,0.776,0.795,0.813,0.92,0.893,0.954,0.822,0.551
AlphaFold-rsa,87,0.886,0.745,0.876,0.853,0.832,0.181,0.081,0.046,0.773,0.792,0.81,0.919,0.891,0.954,0.819,0.551
AlphaFold-rsa,88,0.889,0.75,0.879,0.858,0.838,0.175,0.079,0.046,0.779,0.796,0.814,0.921,0.893,0.954,0.825,0.551
AlphaFold-rsa,89,0.889,0.75,0.88,0.857,0.836,0.177,0.08,0.045,0.778,0.796,0.815,0.92,0.895,0.955,0.823,0.551
AlphaFold-rsa,90,0.891,0.754,0.881,0.86,0.841,0.172,0.077,0.045,0.783,0.8,0.818,0.923,0.895,0.955,0.828,0.551
AlphaFold-rsa,91,0.89,0.753,0.881,0.859,0.838,0.175,0.078,0.044,0.781,0.8,0.818,0.922,0.896,0.956,0.825,0.551
AlphaFold-rsa,92,0.889,0.75,0.879,0.857,0.836,0.178,0.08,0.045,0.777,0.796,0.815,0.92,0.895,0.955,0.822,0.551
AlphaFold-rsa,93,0.888,0.747,0.876,0.855,0.835,0.178,0.08,0.047,0.775,0.792,0.81,0.92,0.89,0.953,0.822,0.551
AlphaFold-rsa,94,0.889,0.75,0.879,0.857,0.836,0.177,0.08,0.046,0.777,0.796,0.814,0.92,0.894,0.954,0.823,0.551
AlphaFold-rsa,95,0.889,0.75,0.878,0.857,0.837,0.176,0.079,0.046,0.778,0.796,0.813,0.921,0.892,0.954,0.824,0.551
AlphaFold-rsa,96,0.891,0.753,0.88,0.859,0.84,0.173,0.077,0.045,0.782,0.799,0.817,0.923,0.894,0.955,0.827,0.551
AlphaFold-rsa,97,0.89,0.753,0.881,0.859,0.838,0.175,0.079,0.044,0.781,0.799,0.817,0.921,0.896,0.956,0.825,0.551
AlphaFold-rsa,98,0.888,0.748,0.878,0.856,0.835,0.178,0.08,0.045,0.777,0.795,0.813,0.92,0.893,0.955,0.822,0.551
AlphaFold-rsa,99,0.888,0.746,0.876,0.855,0.835,0.178,0.079,0.046,0.776,0.794,0.812,0.921,0.891,0.954,0.822,0.551
AIUPred,0,0.82,0.619,0.806,0.764,0.726,0.297,0.129,0.064,0.639,0.673,0.708,0.871,0.837,0.936,0.703,0.665
AIUPred,1,0.823,0.624,0.809,0.769,0.732,0.291,0.126,0.063,0.646,0.678,0.713,0.874,0.839,0.937,0.709,0.665
AIUPred,2,0.819,0.618,0.806,0.764,0.727,0.296,0.13,0.065,0.639,0.672,0.706,0.87,0.836,0.935,0.704,0.665
AIUPred,3,0.823,0.624,0.81,0.769,0.733,0.29,0.127,0.064,0.646,0.677,0.712,0.873,0.839,0.936,0.71,0.665
AIUPred,4,0.818,0.615,0.805,0.762,0.724,0.3,0.13,0.064,0.636,0.67,0.706,0.87,0.836,0.936,0.7,0.665
AIUPred,5,0.822,0.622,0.807,0.767,0.731,0.291,0.126,0.064,0.645,0.677,0.71,0.874,0.836,0.936,0.709,0.665
AIUPred,6,0.82,0.618,0.805,0.764,0.727,0.296,0.128,0.064,0.64,0.672,0.707,0.872,0.835,0.936,0.704,0.665
AIUPred,7,0.821,0.619,0.804,0.764,0.728,0.294,0.126,0.065,0.641,0.673,0.707,0.874,0.833,0.935,0.706,0.665
AIUPred,8,0.822,0.623,0.809,0.768,0.731,0.292,0.127,0.063,0.645,0.678,0.712,0.873,0.839,0.937,0.708,0.665
AIUPred,9,0.822,0.622,0.808,0.767,0.73,0.293,0.126,0.063,0.644,0.678,0.712,0.874,0.838,0.937,0.707,0.665
AIUPred,10,0.82,0.618,0.805,0.764,0.728,0.295,0.128,0.066,0.639,0.672,0.706,0.872,0.834,0.934,0.705,0.665
AIUPred,11,0.822,0.621,0.806,0.766,0.73,0.292,0.127,0.065,0.643,0.675,0.708,0.873,0.835,0.935,0.708,0.665
AIUPred,12,0.821,0.62,0.806,0.766,0.729,0.293,0.126,0.064,0.643,0.675,0.709,0.874,0.835,0.936,0.707,0.665
AIUPred,13,0.819,0.616,0.803,0.762,0.725,0.298,0.128,0.065,0.637,0.671,0.705,0.872,0.833,0.935,0.702,0.665
AIUPred,14,0.821,0.62,0.808,0.766,0.727,0.296,0.128,0.063,0.641,0.675,0.711,0.872,0.839,0.937,0.704,0.665
AIUPred,15,0.821,0.619,0.806,0.765,0.729,0.294,0.126,0.064,0.642,0.674,0.709,0.874,0.835,0.936,0.706,0.665
AIUPred,16,0.824,0.625,0.811,0.769,0.732,0.291,0.126,0.062,0.647,0.68,0.715,0.874,0.841,0.938,0.709,0.665
AIUPred,17,0.82,0.618,0.805,0.765,0.728,0.295,0.128,0.065,0.64,0.673,0.707,0.872,0.835,0.935,0.705,0.665
AIUPred,18,0.82,0.618,0.804,0.764,0.728,0.294,0.127,0.065,0.641,0.673,0.706,0.873,0.833,0.935,0.706,0.665
AIUPred,19,0.82,0.618,0.804,0.764,0.728,0.294,0.127,0.065,0.641,0.673,0.706,0.873,0.833,0.935,0.706,0.665
AIUPred,20,0.823,0.623,0.807,0.767,0.731,0.291,0.125,0.064,0.645,0.678,0.711,0.875,0.836,0.936,0.709,0.665
AIUPred,21,0.823,0.625,0.81,0.77,0.733,0.29,0.126,0.063,0.647,0.679,0.714,0.874,0.84,0.937,0.71,0.665
AIUPred,22,0.821,0.621,0.808,0.766,0.728,0.295,0.128,0.063,0.642,0.675,0.71,0.872,0.838,0.937,0.705,0.665
AIUPred,23,0.824,0.625,0.808,0.769,0.733,0.289,0.125,0.064,0.647,0.679,0.712,0.875,0.837,0.936,0.711,0.665
AIUPred,24,0.822,0.622,0.809,0.767,0.73,0.293,0.127,0.063,0.644,0.677,0.712,0.873,0.839,0.937,0.707,0.665
AIUPred,25,0.823,0.623,0.808,0.768,0.731,0.292,0.125,0.063,0.645,0.678,0.713,0.875,0.838,0.937,0.708,0.665
AIUPred,26,0.821,0.619,0.805,0.765,0.728,0.294,0.126,0.065,0.641,0.674,0.708,0.874,0.834,0.935,0.706,0.665
AIUPred,27,0.821,0.621,0.808,0.766,0.729,0.294,0.128,0.063,0.643,0.676,0.71,0.872,0.838,0.937,0.706,0.665
AIUPred,28,0.821,0.619,0.805,0.765,0.728,0.294,0.126,0.065,0.641,0.674,0.708,0.874,0.834,0.935,0.706,0.665
AIUPred,29,0.819,0.615,0.802,0.762,0.725,0.297,0.128,0.066,0.637,0.67,0.703,0.872,0.831,0.934,0.703,0.665
AIUPred,30,0.821,0.619,0.805,0.765,0.728,0.294,0.126,0.064,0.642,0.674,0.708,0.874,0.834,0.936,0.706,0.665
AIUPred,31,0.82,0.62,0.807,0.765,0.728,0.295,0.128,0.064,0.641,0.674,0.709,0.872,0.837,0.936,0.705,0.665
AIUPred,32,0.821,0.619,0.805,0.765,0.728,0.294,0.127,0.065,0.641,0.673,0.707,0.873,0.834,0.935,0.706,0.665
AIUPred,33,0.821,0.62,0.808,0.766,0.728,0.295,0.128,0.063,0.642,0.675,0.71,0.872,0.838,0.937,0.705,0.665
AIUPred,34,0.821,0.619,0.804,0.765,0.729,0.293,0.126,0.065,0.642,0.674,0.707,0.874,0.833,0.935,0.707,0.665
AIUPred,35,0.823,0.624,0.809,0.768,0.731,0.292,0.126,0.063,0.645,0.679,0.713,0.874,0.839,0.937,0.708,0.665
AIUPred,36,0.823,0.624,0.808,0.768,0.733,0.289,0.125,0.065,0.646,0.678,0.711,0.875,0.836,0.935,0.711,0.665
AIUPred,37,0.823,0.624,0.81,0.768,0.731,0.292,0.126,0.062,0.646,0.679,0.714,0.874,0.84,0.938,0.708,0.665
AIUPred,38,0.822,0.621,0.805,0.766,0.731,0.291,0.125,0.065,0.644,0.676,0.708,0.875,0.833,0.935,0.709,0.665
AIUPred,39,0.821,0.62,0.805,0.765,0.729,0.293,0.126,0.065,0.642,0.674,0.708,0.874,0.834,0.935,0.707,0.665
AIUPred,40,0.823,0.624,0.809,0.769,0.732,0.29,0.125,0.063,0.647,0.679,0.713,0.875,0.838,0.937,0.71,0.665
AIUPred,41,0.822,0.623,0.808,0.768,0.731,0.292,0.126,0.063,0.645,0.678,0.712,0.874,0.838,0.937,0.708,0.665
AIUPred,42,0.823,0.625,0.812,0.769,0.731,0.293,0.127,0.061,0.646,0.68,0.716,0.873,0.843,0.939,0.707,0.665
AIUPred,43,0.82,0.618,0.804,0.764,0.728,0.294,0.127,0.066,0.64,0.672,0.706,0.873,0.833,0.934,0.706,0.665
AIUPred,44,0.821,0.621,0.808,0.766,0.729,0.294,0.128,0.064,0.642,0.675,0.71,0.872,0.838,0.936,0.706,0.665
AIUPred,45,0.819,0.617,0.806,0.764,0.725,0.298,0.129,0.063,0.639,0.672,0.708,0.871,0.837,0.937,0.702,0.665
AIUPred,46,0.82,0.617,0.804,0.764,0.727,0.295,0.127,0.065,0.64,0.672,0.706,0.873,0.833,0.935,0.705,0.665
AIUPred,47,0.822,0.622,0.808,0.767,0.73,0.293,0.125,0.063,0.644,0.678,0.713,0.875,0.838,0.937,0.707,0.665
AIUPred,48,0.817,0.613,0.803,0.761,0.722,0.301,0.13,0.065,0.634,0.668,0.704,0.87,0.834,0.935,0.699,0.665
AIUPred,49,0.823,0.623,0.807,0.767,0.731,0.291,0.124,0.064,0.645,0.678,0.712,0.876,0.836,0.936,0.709,0.665
AIUPred,50,0.819,0.616,0.804,0.762,0.725,0.298,0.128,0.065,0.637,0.671,0.706,0.872,0.834,0.935,0.702,0.665
AIUPred,51,0.823,0.623,0.809,0.768,0.732,0.291,0.126,0.063,0.646,0.678,0.712,0.874,0.838,0.937,0.709,0.665
AIUPred,52,0.823,0.624,0.807,0.768,0.732,0.29,0.125,0.064,0.646,0.678,0.711,0.875,0.836,0.936,0.71,0.665
AIUPred,53,0.823,0.623,0.809,0.768,0.732,0.291,0.126,0.064,0.645,0.678,0.712,0.874,0.838,0.936,0.709,0.665
AIUPred,54,0.822,0.623,0.808,0.768,0.731,0.292,0.126,0.063,0.645,0.678,0.712,0.874,0.838,0.937,0.708,0.665
AIUPred,55,0.82,0.618,0.804,0.764,0.727,0.295,0.128,0.066,0.639,0.671,0.705,0.872,0.833,0.934,0.705,0.665
AIUPred,56,0.821,0.62,0.806,0.765,0.728,0.295,0.127,0.064,0.641,0.674,0.709,0.873,0.836,0.936,0.705,0.665
AIUPred,57,0.822,0.622,0.807,0.767,0.73,0.293,0.127,0.064,0.643,0.676,0.71,0.873,0.837,0.936,0.707,0.665
AIUPred,58,0.819,0.616,0.803,0.762,0.726,0.297,0.127,0.065,0.638,0.671,0.706,0.873,0.833,0.935,0.703,0.665
AIUPred,59,0.819,0.616,0.803,0.762,0.725,0.297,0.127,0.065,0.638,0.671,0.705,0.873,0.832,0.935,0.703,0.665
AIUPred,60,0.821,0.62,0.807,0.765,0.728,0.295,0.128,0.064,0.641,0.674,0.709,0.872,0.837,0.936,0.705,0.665
AIUPred,61,0.82,0.619,0.806,0.764,0.727,0.296,0.127,0.063,0.641,0.674,0.709,0.873,0.836,0.937,0.704,0.665
AIUPred,62,0.822,0.621,0.807,0.766,0.73,0.293,0.125,0.064,0.643,0.677,0.711,0.875,0.836,0.936,0.707,0.665
AIUPred,63,0.819,0.615,0.803,0.762,0.725,0.298,0.128,0.065,0.637,0.67,0.705,0.872,0.833,0.935,0.702,0.665
AIUPred,64,0.82,0.618,0.806,0.764,0.726,0.297,0.128,0.064,0.639,0.672,0.708,0.872,0.836,0.936,0.703,0.665
AIUPred,65,0.82,0.617,0.804,0.763,0.727,0.296,0.127,0.065,0.639,0.672,0.706,0.873,0.833,0.935,0.704,0.665
AIUPred,66,0.82,0.619,0.805,0.765,0.728,0.294,0.128,0.065,0.641,0.673,0.706,0.872,0.834,0.935,0.706,0.665
AIUPred,67,0.82,0.619,0.806,0.764,0.727,0.296,0.126,0.063,0.641,0.675,0.71,0.874,0.836,0.937,0.704,0.665
AIUPred,68,0.822,0.623,0.81,0.768,0.729,0.294,0.127,0.062,0.644,0.678,0.714,0.873,0.841,0.938,0.706,0.665
AIUPred,69,0.819,0.616,0.804,0.762,0.725,0.298,0.129,0.065,0.637,0.671,0.705,0.871,0.834,0.935,0.702,0.665
AIUPred,70,0.824,0.625,0.81,0.769,0.733,0.29,0.125,0.063,0.647,0.68,0.714,0.875,0.839,0.937,0.71,0.665
AIUPred,71,0.822,0.622,0.807,0.767,0.73,0.292,0.126,0.064,0.644,0.677,0.71,0.874,0.836,0.936,0.708,0.665
AIUPred,72,0.822,0.622,0.807,0.767,0.73,0.292,0.127,0.065,0.643,0.675,0.709,0.873,0.836,0.935,0.708,0.665
AIUPred,73,0.821,0.619,0.805,0.764,0.728,0.295,0.126,0.064,0.641,0.674,0.708,0.874,0.834,0.936,0.705,0.665
AIUPred,74,0.824,0.626,0.811,0.77,0.734,0.289,0.124,0.062,0.649,0.682,0.716,0.876,0.84,0.938,0.711,0.665
AIUPred,75,0.825,0.627,0.811,0.771,0.734,0.288,0.125,0.063,0.649,0.682,0.715,0.875,0.84,0.937,0.712,0.665
AIUPred,76,0.823,0.625,0.81,0.769,0.733,0.29,0.126,0.063,0.647,0.679,0.713,0.874,0.839,0.937,0.71,0.665
AIUPred,77,0.822,0.622,0.808,0.767,0.731,0.292,0.126,0.064,0.644,0.677,0.711,0.874,0.837,0.936,0.708,0.665
AIUPred,78,0.824,0.624,0.805,0.768,0.735,0.286,0.123,0.066,0.648,0.678,0.709,0.877,0.832,0.934,0.714,0.665
AIUPred,79,0.821,0.62,0.805,0.765,0.729,0.293,0.127,0.065,0.642,0.674,0.707,0.873,0.834,0.935,0.707,0.665
AIUPred,80,0.821,0.62,0.805,0.765,0.729,0.293,0.127,0.065,0.642,0.674,0.707,0.873,0.834,0.935,0.707,0.665
AIUPred,81,0.821,0.622,0.809,0.767,0.729,0.294,0.129,0.063,0.643,0.676,0.711,0.871,0.84,0.937,0.706,0.665
AIUPred,82,0.824,0.626,0.81,0.77,0.733,0.289,0.123,0.062,0.649,0.681,0.716,0.877,0.839,0.938,0.711,0.665
AIUPred,83,0.822,0.623,0.808,0.768,0.731,0.291,0.126,0.064,0.645,0.677,0.711,0.874,0.837,0.936,0.709,0.665
AIUPred,84,0.819,0.617,0.805,0.763,0.726,0.297,0.128,0.064,0.639,0.672,0.707,0.872,0.835,0.936,0.703,0.665
AIUPred,85,0.823,0.624,0.809,0.769,0.732,0.291,0.126,0.063,0.646,0.678,0.713,0.874,0.839,0.937,0.709,0.665
AIUPred,86,0.823,0.624,0.808,0.768,0.733,0.289,0.126,0.065,0.646,0.678,0.71,0.874,0.836,0.935,0.711,0.665
AIUPred,87,0.822,0.621,0.806,0.766,0.73,0.292,0.126,0.064,0.644,0.676,0.709,0.874,0.835,0.936,0.708,0.665
AIUPred,88,0.823,0.623,0.806,0.768,0.733,0.289,0.125,0.066,0.645,0.676,0.709,0.875,0.834,0.934,0.711,0.665
AIUPred,89,0.825,0.627,0.81,0.771,0.735,0.287,0.124,0.063,0.65,0.681,0.715,0.876,0.839,0.937,0.713,0.665
AIUPred,90,0.82,0.619,0.807,0.764,0.726,0.298,0.128,0.063,0.639,0.674,0.71,0.872,0.838,0.937,0.702,0.665
AIUPred,91,0.82,0.619,0.807,0.765,0.727,0.296,0.128,0.063,0.641,0.674,0.71,0.872,0.838,0.937,0.704,0.665
AIUPred,92,0.823,0.624,0.809,0.768,0.732,0.291,0.125,0.063,0.646,0.679,0.713,0.875,0.838,0.937,0.709,0.665
AIUPred,93,0.822,0.623,0.808,0.768,0.731,0.291,0.128,0.065,0.644,0.676,0.709,0.872,0.837,0.935,0.709,0.665
AIUPred,94,0.823,0.624,0.808,0.768,0.732,0.29,0.125,0.064,0.646,0.678,0.712,0.875,0.837,0.936,0.71,0.665
AIUPred,95,0.823,0.624,0.809,0.768,0.732,0.291,0.126,0.064,0.645,0.678,0.712,0.874,0.838,0.936,0.709,0.665
AIUPred,96,0.821,0.621,0.806,0.766,0.73,0.292,0.126,0.065,0.643,0.675,0.709,0.874,0.835,0.935,0.708,0.665
AIUPred,97,0.82,0.618,0.805,0.764,0.728,0.295,0.128,0.065,0.64,0.672,0.706,0.872,0.834,0.935,0.705,0.665
AIUPred,98,0.821,0.622,0.809,0.766,0.728,0.296,0.128,0.062,0.642,0.677,0.713,0.872,0.841,0.938,0.704,0.665
AIUPred,99,0.821,0.619,0.804,0.765,0.729,0.293,0.126,0.065,0.642,0.674,0.707,0.874,0.833,0.935,0.707,0.665
