,,bac,csi,f05,f1s,f2s,fnr,fom,fpr,inf,mcc,mk,npv,ppv,tnr,tpr,thr
AlphaFold-rsa,81,0.894,0.744,0.85,0.853,0.857,0.14,0.066,0.072,0.788,0.784,0.781,0.934,0.847,0.928,0.86,0.5
AlphaFold-rsa,82,0.895,0.747,0.851,0.855,0.86,0.137,0.064,0.072,0.791,0.787,0.784,0.936,0.848,0.928,0.863,0.5
AlphaFold-rsa,83,0.894,0.744,0.849,0.853,0.858,0.139,0.065,0.072,0.789,0.785,0.781,0.935,0.846,0.928,0.861,0.5
AlphaFold-rsa,84,0.894,0.744,0.848,0.853,0.859,0.138,0.064,0.073,0.789,0.784,0.781,0.936,0.845,0.927,0.862,0.5
AlphaFold-rsa,85,0.894,0.744,0.85,0.853,0.857,0.14,0.066,0.072,0.788,0.784,0.781,0.934,0.847,0.928,0.86,0.5
AlphaFold-rsa,86,0.892,0.74,0.846,0.851,0.856,0.141,0.066,0.075,0.784,0.78,0.777,0.934,0.843,0.925,0.859,0.5
AlphaFold-rsa,87,0.892,0.738,0.845,0.85,0.855,0.142,0.066,0.074,0.784,0.779,0.776,0.934,0.842,0.926,0.858,0.5
AlphaFold-rsa,88,0.894,0.744,0.848,0.853,0.858,0.138,0.065,0.074,0.788,0.784,0.779,0.935,0.844,0.926,0.862,0.5
AlphaFold-rsa,89,0.894,0.744,0.849,0.853,0.858,0.139,0.065,0.073,0.788,0.784,0.781,0.935,0.846,0.927,0.861,0.5
AlphaFold-rsa,90,0.895,0.746,0.849,0.855,0.861,0.135,0.064,0.074,0.791,0.786,0.781,0.936,0.845,0.926,0.865,0.5
AlphaFold-rsa,91,0.895,0.745,0.85,0.854,0.858,0.139,0.064,0.072,0.789,0.786,0.783,0.936,0.847,0.928,0.861,0.5
AlphaFold-rsa,92,0.893,0.741,0.847,0.851,0.856,0.141,0.066,0.074,0.785,0.781,0.778,0.934,0.844,0.926,0.859,0.5
AlphaFold-rsa,93,0.892,0.739,0.845,0.85,0.855,0.141,0.066,0.076,0.783,0.779,0.775,0.934,0.841,0.924,0.859,0.5
AlphaFold-rsa,94,0.894,0.743,0.847,0.852,0.858,0.139,0.065,0.074,0.787,0.783,0.779,0.935,0.844,0.926,0.861,0.5
AlphaFold-rsa,95,0.893,0.741,0.846,0.851,0.857,0.139,0.065,0.075,0.786,0.781,0.777,0.935,0.842,0.925,0.861,0.5
AlphaFold-rsa,96,0.895,0.744,0.848,0.853,0.859,0.137,0.064,0.073,0.79,0.785,0.78,0.936,0.844,0.927,0.863,0.5
AlphaFold-rsa,97,0.895,0.746,0.85,0.854,0.858,0.139,0.065,0.072,0.789,0.786,0.782,0.935,0.847,0.928,0.861,0.5
AlphaFold-rsa,98,0.893,0.743,0.849,0.852,0.856,0.141,0.066,0.073,0.786,0.783,0.78,0.934,0.846,0.927,0.859,0.5
AlphaFold-rsa,99,0.893,0.74,0.845,0.85,0.856,0.14,0.064,0.074,0.786,0.781,0.777,0.936,0.841,0.926,0.86,0.5
AIUPred,0,0.817,0.586,0.697,0.739,0.787,0.178,0.093,0.187,0.635,0.606,0.579,0.907,0.672,0.813,0.822,0.5
AIUPred,1,0.821,0.592,0.702,0.744,0.792,0.173,0.09,0.185,0.642,0.613,0.586,0.91,0.676,0.815,0.827,0.5
AIUPred,2,0.817,0.588,0.699,0.741,0.787,0.178,0.093,0.187,0.635,0.607,0.581,0.907,0.674,0.813,0.822,0.5
AIUPred,3,0.819,0.591,0.701,0.743,0.79,0.175,0.092,0.186,0.639,0.611,0.584,0.908,0.676,0.814,0.825,0.5
AIUPred,4,0.816,0.585,0.696,0.738,0.784,0.181,0.093,0.187,0.632,0.605,0.578,0.907,0.671,0.813,0.819,0.5
AIUPred,5,0.818,0.586,0.696,0.739,0.789,0.175,0.091,0.188,0.637,0.607,0.579,0.909,0.67,0.812,0.825,0.5
AIUPred,6,0.819,0.587,0.697,0.74,0.788,0.176,0.091,0.187,0.637,0.609,0.58,0.909,0.671,0.813,0.824,0.5
AIUPred,7,0.819,0.585,0.695,0.738,0.788,0.176,0.09,0.187,0.637,0.607,0.579,0.91,0.669,0.813,0.824,0.5
AIUPred,8,0.819,0.588,0.697,0.74,0.789,0.175,0.091,0.188,0.637,0.608,0.58,0.909,0.671,0.812,0.825,0.5
AIUPred,9,0.82,0.589,0.699,0.742,0.79,0.174,0.09,0.185,0.641,0.611,0.583,0.91,0.673,0.815,0.826,0.5
AIUPred,10,0.82,0.591,0.7,0.743,0.791,0.173,0.09,0.186,0.641,0.612,0.584,0.91,0.674,0.814,0.827,0.5
AIUPred,11,0.82,0.589,0.697,0.741,0.79,0.173,0.09,0.188,0.639,0.609,0.581,0.91,0.671,0.812,0.827,0.5
AIUPred,12,0.819,0.586,0.695,0.739,0.789,0.174,0.09,0.188,0.638,0.608,0.578,0.91,0.668,0.812,0.826,0.5
AIUPred,13,0.815,0.581,0.691,0.735,0.784,0.179,0.092,0.19,0.631,0.601,0.573,0.908,0.665,0.81,0.821,0.5
AIUPred,14,0.82,0.59,0.7,0.742,0.79,0.175,0.091,0.185,0.64,0.611,0.583,0.909,0.674,0.815,0.825,0.5
AIUPred,15,0.819,0.587,0.695,0.739,0.789,0.174,0.09,0.188,0.638,0.608,0.579,0.91,0.669,0.812,0.826,0.5
AIUPred,16,0.82,0.59,0.7,0.743,0.791,0.173,0.09,0.186,0.641,0.612,0.584,0.91,0.674,0.814,0.827,0.5
AIUPred,17,0.816,0.584,0.694,0.737,0.786,0.178,0.092,0.189,0.633,0.604,0.576,0.908,0.668,0.811,0.822,0.5
AIUPred,18,0.819,0.587,0.697,0.74,0.788,0.176,0.09,0.186,0.638,0.609,0.581,0.91,0.671,0.814,0.824,0.5
AIUPred,19,0.82,0.588,0.696,0.74,0.79,0.173,0.089,0.188,0.639,0.61,0.581,0.911,0.67,0.812,0.827,0.5
AIUPred,20,0.82,0.588,0.697,0.741,0.791,0.172,0.089,0.187,0.641,0.61,0.581,0.911,0.67,0.813,0.828,0.5
AIUPred,21,0.82,0.59,0.701,0.743,0.791,0.174,0.091,0.186,0.64,0.611,0.584,0.909,0.675,0.814,0.826,0.5
AIUPred,22,0.818,0.588,0.699,0.741,0.787,0.178,0.092,0.185,0.637,0.608,0.582,0.908,0.674,0.815,0.822,0.5
AIUPred,23,0.818,0.586,0.696,0.739,0.788,0.176,0.091,0.188,0.636,0.607,0.579,0.909,0.67,0.812,0.824,0.5
AIUPred,24,0.82,0.59,0.7,0.742,0.79,0.174,0.09,0.186,0.64,0.611,0.584,0.91,0.674,0.814,0.826,0.5
AIUPred,25,0.82,0.588,0.697,0.741,0.79,0.173,0.089,0.187,0.64,0.611,0.582,0.911,0.671,0.813,0.827,0.5
AIUPred,26,0.819,0.587,0.696,0.739,0.789,0.175,0.09,0.187,0.638,0.608,0.58,0.91,0.67,0.813,0.825,0.5
AIUPred,27,0.818,0.588,0.698,0.74,0.788,0.176,0.092,0.187,0.637,0.608,0.58,0.908,0.672,0.813,0.824,0.5
AIUPred,28,0.817,0.584,0.693,0.737,0.787,0.176,0.091,0.19,0.634,0.604,0.576,0.909,0.667,0.81,0.824,0.5
AIUPred,29,0.817,0.583,0.692,0.736,0.786,0.177,0.091,0.19,0.633,0.603,0.575,0.909,0.666,0.81,0.823,0.5
AIUPred,30,0.82,0.587,0.696,0.74,0.789,0.174,0.089,0.187,0.639,0.609,0.581,0.911,0.67,0.813,0.826,0.5
AIUPred,31,0.818,0.588,0.698,0.741,0.789,0.175,0.092,0.188,0.637,0.607,0.58,0.908,0.672,0.812,0.825,0.5
AIUPred,32,0.818,0.586,0.697,0.74,0.788,0.176,0.092,0.188,0.636,0.607,0.579,0.908,0.671,0.812,0.824,0.5
AIUPred,33,0.819,0.589,0.699,0.741,0.788,0.177,0.092,0.185,0.638,0.609,0.582,0.908,0.674,0.815,0.823,0.5
AIUPred,34,0.819,0.585,0.694,0.738,0.788,0.174,0.089,0.189,0.637,0.607,0.578,0.911,0.667,0.811,0.826,0.5
AIUPred,35,0.821,0.59,0.698,0.742,0.791,0.172,0.089,0.187,0.641,0.611,0.583,0.911,0.672,0.813,0.828,0.5
AIUPred,36,0.82,0.589,0.697,0.741,0.791,0.171,0.089,0.189,0.64,0.61,0.581,0.911,0.67,0.811,0.829,0.5
AIUPred,37,0.82,0.589,0.699,0.741,0.789,0.175,0.09,0.186,0.639,0.611,0.583,0.91,0.673,0.814,0.825,0.5
AIUPred,38,0.818,0.584,0.693,0.737,0.788,0.174,0.09,0.189,0.637,0.606,0.576,0.91,0.666,0.811,0.826,0.5
AIUPred,39,0.818,0.585,0.694,0.738,0.787,0.176,0.091,0.189,0.635,0.606,0.577,0.909,0.668,0.811,0.824,0.5
AIUPred,40,0.82,0.589,0.697,0.741,0.79,0.173,0.089,0.187,0.64,0.61,0.582,0.911,0.671,0.813,0.827,0.5
AIUPred,41,0.817,0.585,0.696,0.738,0.786,0.179,0.092,0.187,0.634,0.606,0.578,0.908,0.67,0.813,0.821,0.5
AIUPred,42,0.819,0.59,0.7,0.742,0.79,0.175,0.091,0.186,0.639,0.61,0.583,0.909,0.674,0.814,0.825,0.5
AIUPred,43,0.817,0.584,0.693,0.737,0.787,0.176,0.091,0.19,0.634,0.604,0.576,0.909,0.667,0.81,0.824,0.5
AIUPred,44,0.818,0.588,0.698,0.74,0.788,0.176,0.092,0.188,0.636,0.608,0.58,0.908,0.672,0.812,0.824,0.5
AIUPred,45,0.819,0.588,0.698,0.74,0.787,0.178,0.092,0.185,0.637,0.609,0.581,0.908,0.673,0.815,0.822,0.5
AIUPred,46,0.818,0.586,0.696,0.739,0.787,0.177,0.091,0.187,0.636,0.607,0.579,0.909,0.67,0.813,0.823,0.5
AIUPred,47,0.82,0.587,0.696,0.74,0.789,0.174,0.089,0.187,0.639,0.609,0.581,0.911,0.67,0.813,0.826,0.5
AIUPred,48,0.815,0.583,0.694,0.736,0.784,0.181,0.094,0.188,0.631,0.602,0.575,0.906,0.669,0.812,0.819,0.5
AIUPred,49,0.82,0.587,0.696,0.74,0.79,0.173,0.089,0.187,0.64,0.61,0.58,0.911,0.669,0.813,0.827,0.5
AIUPred,50,0.816,0.583,0.695,0.737,0.785,0.18,0.093,0.188,0.632,0.604,0.576,0.907,0.669,0.812,0.82,0.5
AIUPred,51,0.82,0.589,0.698,0.741,0.79,0.174,0.09,0.186,0.64,0.61,0.582,0.91,0.672,0.814,0.826,0.5
AIUPred,52,0.818,0.586,0.696,0.739,0.788,0.176,0.091,0.188,0.636,0.607,0.579,0.909,0.67,0.812,0.824,0.5
AIUPred,53,0.818,0.587,0.697,0.74,0.788,0.176,0.091,0.187,0.637,0.608,0.58,0.909,0.671,0.813,0.824,0.5
AIUPred,54,0.819,0.588,0.696,0.74,0.789,0.174,0.09,0.188,0.638,0.608,0.58,0.91,0.67,0.812,0.826,0.5
AIUPred,55,0.817,0.585,0.695,0.738,0.787,0.177,0.092,0.189,0.634,0.605,0.577,0.908,0.669,0.811,0.823,0.5
AIUPred,56,0.819,0.589,0.699,0.741,0.789,0.176,0.091,0.185,0.639,0.61,0.583,0.909,0.674,0.815,0.824,0.5
AIUPred,57,0.819,0.588,0.697,0.74,0.79,0.174,0.09,0.187,0.639,0.609,0.581,0.91,0.671,0.813,0.826,0.5
AIUPred,58,0.817,0.583,0.694,0.737,0.785,0.179,0.092,0.188,0.633,0.604,0.576,0.908,0.668,0.812,0.821,0.5
AIUPred,59,0.816,0.581,0.691,0.735,0.785,0.178,0.091,0.189,0.633,0.602,0.574,0.909,0.665,0.811,0.822,0.5
AIUPred,60,0.819,0.589,0.699,0.741,0.789,0.176,0.091,0.186,0.638,0.61,0.583,0.909,0.674,0.814,0.824,0.5
AIUPred,61,0.819,0.586,0.696,0.739,0.789,0.175,0.09,0.186,0.639,0.608,0.58,0.91,0.67,0.814,0.825,0.5
AIUPred,62,0.818,0.584,0.694,0.738,0.788,0.175,0.09,0.188,0.637,0.606,0.577,0.91,0.667,0.812,0.825,0.5
AIUPred,63,0.817,0.584,0.693,0.737,0.786,0.177,0.091,0.189,0.634,0.604,0.576,0.909,0.667,0.811,0.823,0.5
AIUPred,64,0.819,0.589,0.699,0.741,0.789,0.175,0.091,0.186,0.639,0.61,0.582,0.909,0.673,0.814,0.825,0.5
AIUPred,65,0.817,0.585,0.694,0.737,0.787,0.177,0.091,0.188,0.635,0.605,0.577,0.909,0.668,0.812,0.823,0.5
AIUPred,66,0.818,0.587,0.695,0.739,0.789,0.173,0.09,0.191,0.636,0.607,0.578,0.91,0.668,0.809,0.827,0.5
AIUPred,67,0.818,0.585,0.694,0.738,0.787,0.176,0.09,0.187,0.637,0.606,0.578,0.91,0.668,0.813,0.824,0.5
AIUPred,68,0.819,0.589,0.699,0.741,0.789,0.176,0.091,0.186,0.638,0.61,0.582,0.909,0.673,0.814,0.824,0.5
AIUPred,69,0.818,0.587,0.698,0.74,0.788,0.176,0.092,0.187,0.637,0.608,0.58,0.908,0.672,0.813,0.824,0.5
AIUPred,70,0.821,0.591,0.699,0.742,0.792,0.172,0.089,0.186,0.642,0.613,0.584,0.911,0.673,0.814,0.828,0.5
AIUPred,71,0.819,0.587,0.696,0.74,0.79,0.173,0.089,0.189,0.638,0.608,0.58,0.911,0.669,0.811,0.827,0.5
AIUPred,72,0.818,0.587,0.696,0.74,0.789,0.174,0.091,0.189,0.637,0.607,0.579,0.909,0.67,0.811,0.826,0.5
AIUPred,73,0.819,0.586,0.695,0.739,0.788,0.175,0.09,0.187,0.638,0.608,0.579,0.91,0.669,0.813,0.825,0.5
AIUPred,74,0.821,0.59,0.699,0.742,0.792,0.172,0.089,0.185,0.643,0.613,0.584,0.911,0.673,0.815,0.828,0.5
AIUPred,75,0.821,0.591,0.699,0.743,0.793,0.17,0.089,0.187,0.643,0.613,0.584,0.911,0.673,0.813,0.83,0.5
AIUPred,76,0.821,0.592,0.701,0.744,0.792,0.172,0.09,0.185,0.643,0.613,0.585,0.91,0.675,0.815,0.828,0.5
AIUPred,77,0.82,0.589,0.697,0.741,0.79,0.173,0.089,0.187,0.64,0.611,0.582,0.911,0.671,0.813,0.827,0.5
AIUPred,78,0.82,0.586,0.694,0.74,0.791,0.17,0.087,0.189,0.641,0.609,0.58,0.913,0.667,0.811,0.83,0.5
AIUPred,79,0.818,0.587,0.696,0.739,0.789,0.175,0.091,0.189,0.636,0.607,0.579,0.909,0.67,0.811,0.825,0.5
AIUPred,80,0.819,0.587,0.696,0.739,0.789,0.175,0.091,0.188,0.637,0.608,0.579,0.909,0.67,0.812,0.825,0.5
AIUPred,81,0.82,0.592,0.702,0.744,0.792,0.173,0.091,0.187,0.64,0.612,0.585,0.909,0.676,0.813,0.827,0.5
AIUPred,82,0.82,0.586,0.695,0.739,0.789,0.173,0.089,0.188,0.639,0.609,0.579,0.911,0.668,0.812,0.827,0.5
AIUPred,83,0.82,0.589,0.698,0.741,0.791,0.173,0.09,0.187,0.64,0.61,0.582,0.91,0.672,0.813,0.827,0.5
AIUPred,84,0.815,0.581,0.692,0.735,0.783,0.181,0.093,0.19,0.629,0.6,0.573,0.907,0.666,0.81,0.819,0.5
AIUPred,85,0.819,0.589,0.699,0.741,0.789,0.175,0.091,0.186,0.639,0.61,0.582,0.909,0.673,0.814,0.825,0.5
AIUPred,86,0.819,0.588,0.698,0.741,0.789,0.175,0.091,0.187,0.638,0.609,0.581,0.909,0.672,0.813,0.825,0.5
AIUPred,87,0.82,0.588,0.697,0.741,0.791,0.172,0.089,0.188,0.64,0.61,0.581,0.911,0.67,0.812,0.828,0.5
AIUPred,88,0.82,0.589,0.696,0.741,0.792,0.17,0.088,0.189,0.641,0.61,0.581,0.912,0.669,0.811,0.83,0.5
AIUPred,89,0.822,0.593,0.701,0.745,0.794,0.17,0.088,0.185,0.645,0.615,0.587,0.912,0.675,0.815,0.83,0.5
AIUPred,90,0.82,0.589,0.7,0.742,0.788,0.177,0.091,0.184,0.639,0.611,0.584,0.909,0.675,0.816,0.823,0.5
AIUPred,91,0.816,0.584,0.695,0.737,0.785,0.18,0.093,0.187,0.633,0.604,0.576,0.907,0.669,0.813,0.82,0.5
AIUPred,92,0.822,0.592,0.702,0.744,0.792,0.173,0.089,0.184,0.643,0.614,0.587,0.911,0.676,0.816,0.827,0.5
AIUPred,93,0.82,0.592,0.701,0.744,0.792,0.172,0.091,0.188,0.64,0.612,0.584,0.909,0.675,0.812,0.828,0.5
AIUPred,94,0.82,0.588,0.696,0.74,0.791,0.171,0.089,0.189,0.64,0.61,0.58,0.911,0.669,0.811,0.829,0.5
AIUPred,95,0.822,0.593,0.702,0.744,0.792,0.172,0.089,0.185,0.643,0.614,0.587,0.911,0.676,0.815,0.828,0.5
AIUPred,96,0.818,0.585,0.695,0.739,0.788,0.175,0.091,0.189,0.636,0.606,0.578,0.909,0.669,0.811,0.825,0.5
AIUPred,97,0.817,0.586,0.697,0.739,0.787,0.177,0.092,0.188,0.635,0.606,0.579,0.908,0.671,0.812,0.823,0.5
AIUPred,98,0.821,0.592,0.702,0.744,0.79,0.175,0.091,0.184,0.641,0.613,0.586,0.909,0.677,0.816,0.825,0.5
AIUPred,99,0.819,0.586,0.695,0.739,0.789,0.174,0.089,0.188,0.638,0.608,0.579,0.911,0.668,0.812,0.826,0.5
