,LIPNet,LIPNet,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred,AIUPred,AIUPred
,tn,fp,fn,tp,tn,fp,fn,tp,tn,fp,fn,tp
0.341,25534.0,42304.0,11364.0,20037.0,41827.0,26011.0,1288.0,30113.0,42746.0,25006.0,3055.0,28311.0
0.34,25453.0,42385.0,11335.0,20066.0,41609.0,26229.0,1267.0,30134.0,42668.0,25084.0,3045.0,28321.0
0.339,25357.0,42481.0,11312.0,20089.0,41361.0,26477.0,1249.0,30152.0,42574.0,25178.0,3032.0,28334.0
0.338,25284.0,42554.0,11285.0,20116.0,41142.0,26696.0,1239.0,30162.0,42494.0,25258.0,3019.0,28347.0
0.337,25221.0,42617.0,11257.0,20144.0,40908.0,26930.0,1219.0,30182.0,42400.0,25352.0,3006.0,28360.0
0.336,25137.0,42701.0,11237.0,20164.0,40690.0,27148.0,1206.0,30195.0,42317.0,25435.0,2995.0,28371.0
0.335,25047.0,42791.0,11221.0,20180.0,40457.0,27381.0,1190.0,30211.0,42222.0,25530.0,2983.0,28383.0
0.334,24967.0,42871.0,11198.0,20203.0,40211.0,27627.0,1175.0,30226.0,42147.0,25605.0,2968.0,28398.0
0.333,24879.0,42959.0,11175.0,20226.0,39970.0,27868.0,1158.0,30243.0,42074.0,25678.0,2954.0,28412.0
0.332,24794.0,43044.0,11151.0,20250.0,39732.0,28106.0,1144.0,30257.0,41993.0,25759.0,2939.0,28427.0
0.331,24727.0,43111.0,11117.0,20284.0,39493.0,28345.0,1124.0,30277.0,41899.0,25853.0,2923.0,28443.0
0.33,24660.0,43178.0,11081.0,20320.0,39256.0,28582.0,1109.0,30292.0,41805.0,25947.0,2908.0,28458.0
0.329,24595.0,43243.0,11051.0,20350.0,39014.0,28824.0,1099.0,30302.0,41703.0,26049.0,2898.0,28468.0
0.328,24504.0,43334.0,11018.0,20383.0,38789.0,29049.0,1088.0,30313.0,41608.0,26144.0,2881.0,28485.0
0.327,24423.0,43415.0,10988.0,20413.0,38531.0,29307.0,1067.0,30334.0,41516.0,26236.0,2870.0,28496.0
0.326,24354.0,43484.0,10959.0,20442.0,38281.0,29557.0,1054.0,30347.0,41426.0,26326.0,2862.0,28504.0
0.325,24286.0,43552.0,10942.0,20459.0,38059.0,29779.0,1039.0,30362.0,41330.0,26422.0,2852.0,28514.0
0.324,24202.0,43636.0,10905.0,20496.0,37825.0,30013.0,1024.0,30377.0,41249.0,26503.0,2841.0,28525.0
0.323,24115.0,43723.0,10887.0,20514.0,37590.0,30248.0,1019.0,30382.0,41153.0,26599.0,2831.0,28535.0
0.322,24029.0,43809.0,10854.0,20547.0,37319.0,30519.0,1004.0,30397.0,41043.0,26709.0,2823.0,28543.0
0.321,23924.0,43914.0,10819.0,20582.0,37072.0,30766.0,985.0,30416.0,40951.0,26801.0,2809.0,28557.0
0.32,23844.0,43994.0,10796.0,20605.0,36839.0,30999.0,973.0,30428.0,40858.0,26894.0,2796.0,28570.0
0.319,23753.0,44085.0,10769.0,20632.0,36601.0,31237.0,957.0,30444.0,40769.0,26983.0,2784.0,28582.0
0.318,23679.0,44159.0,10747.0,20654.0,36346.0,31492.0,937.0,30464.0,40677.0,27075.0,2771.0,28595.0
0.317,23606.0,44232.0,10717.0,20684.0,36097.0,31741.0,922.0,30479.0,40572.0,27180.0,2764.0,28602.0
0.316,23523.0,44315.0,10689.0,20712.0,35860.0,31978.0,909.0,30492.0,40480.0,27272.0,2758.0,28608.0
0.315,23468.0,44370.0,10659.0,20742.0,35608.0,32230.0,893.0,30508.0,40376.0,27376.0,2744.0,28622.0
0.314,23385.0,44453.0,10622.0,20779.0,35368.0,32470.0,881.0,30520.0,40259.0,27493.0,2736.0,28630.0
0.313,23311.0,44527.0,10597.0,20804.0,35109.0,32729.0,863.0,30538.0,40157.0,27595.0,2726.0,28640.0
0.312,23225.0,44613.0,10577.0,20824.0,34864.0,32974.0,849.0,30552.0,40065.0,27687.0,2710.0,28656.0
0.311,23146.0,44692.0,10549.0,20852.0,34610.0,33228.0,834.0,30567.0,39966.0,27786.0,2699.0,28667.0
0.31,23073.0,44765.0,10519.0,20882.0,34380.0,33458.0,824.0,30577.0,39882.0,27870.0,2684.0,28682.0
0.309,22991.0,44847.0,10494.0,20907.0,34134.0,33704.0,813.0,30588.0,39780.0,27972.0,2676.0,28690.0
0.308,22906.0,44932.0,10470.0,20931.0,33893.0,33945.0,793.0,30608.0,39667.0,28085.0,2667.0,28699.0
0.307,22838.0,45000.0,10442.0,20959.0,33637.0,34201.0,774.0,30627.0,39557.0,28195.0,2652.0,28714.0
0.306,22759.0,45079.0,10415.0,20986.0,33395.0,34443.0,763.0,30638.0,39447.0,28305.0,2638.0,28728.0
0.305,22674.0,45164.0,10378.0,21023.0,33187.0,34651.0,755.0,30646.0,39346.0,28406.0,2627.0,28739.0
0.304,22611.0,45227.0,10356.0,21045.0,32948.0,34890.0,742.0,30659.0,39247.0,28505.0,2612.0,28754.0
0.303,22538.0,45300.0,10328.0,21073.0,32696.0,35142.0,737.0,30664.0,39133.0,28619.0,2604.0,28762.0
0.302,22451.0,45387.0,10294.0,21107.0,32432.0,35406.0,721.0,30680.0,39023.0,28729.0,2597.0,28769.0
0.301,22380.0,45458.0,10255.0,21146.0,32203.0,35635.0,704.0,30697.0,38898.0,28854.0,2583.0,28783.0
0.3,22303.0,45535.0,10234.0,21167.0,31973.0,35865.0,690.0,30711.0,38786.0,28966.0,2570.0,28796.0
0.299,22225.0,45613.0,10199.0,21202.0,31724.0,36114.0,682.0,30719.0,38685.0,29067.0,2557.0,28809.0
0.298,22140.0,45698.0,10171.0,21230.0,31475.0,36363.0,672.0,30729.0,38586.0,29166.0,2543.0,28823.0
0.297,22058.0,45780.0,10151.0,21250.0,31231.0,36607.0,662.0,30739.0,38489.0,29263.0,2535.0,28831.0
0.296,21971.0,45867.0,10128.0,21273.0,31010.0,36828.0,653.0,30748.0,38367.0,29385.0,2525.0,28841.0
0.295,21890.0,45948.0,10099.0,21302.0,30779.0,37059.0,644.0,30757.0,38284.0,29468.0,2516.0,28850.0
0.294,21813.0,46025.0,10070.0,21331.0,30557.0,37281.0,633.0,30768.0,38194.0,29558.0,2503.0,28863.0
0.293,21742.0,46096.0,10041.0,21360.0,30333.0,37505.0,624.0,30777.0,38094.0,29658.0,2493.0,28873.0
0.292,21685.0,46153.0,10012.0,21389.0,30094.0,37744.0,615.0,30786.0,37997.0,29755.0,2483.0,28883.0
0.291,21596.0,46242.0,9990.0,21411.0,29863.0,37975.0,605.0,30796.0,37895.0,29857.0,2470.0,28896.0
0.29,21502.0,46336.0,9965.0,21436.0,29623.0,38215.0,597.0,30804.0,37779.0,29973.0,2454.0,28912.0
0.289,21406.0,46432.0,9944.0,21457.0,29367.0,38471.0,594.0,30807.0,37671.0,30081.0,2442.0,28924.0
0.288,21325.0,46513.0,9918.0,21483.0,29117.0,38721.0,578.0,30823.0,37578.0,30174.0,2433.0,28933.0
0.287,21245.0,46593.0,9897.0,21504.0,28885.0,38953.0,571.0,30830.0,37476.0,30276.0,2428.0,28938.0
0.286,21158.0,46680.0,9862.0,21539.0,28664.0,39174.0,565.0,30836.0,37375.0,30377.0,2413.0,28953.0
0.285,21074.0,46764.0,9836.0,21565.0,28435.0,39403.0,559.0,30842.0,37274.0,30478.0,2399.0,28967.0
0.284,20999.0,46839.0,9811.0,21590.0,28192.0,39646.0,552.0,30849.0,37170.0,30582.0,2391.0,28975.0
0.283,20912.0,46926.0,9782.0,21619.0,27964.0,39874.0,542.0,30859.0,37064.0,30688.0,2383.0,28983.0
0.282,20837.0,47001.0,9753.0,21648.0,27726.0,40112.0,537.0,30864.0,36954.0,30798.0,2369.0,28997.0
0.281,20758.0,47080.0,9729.0,21672.0,27506.0,40332.0,527.0,30874.0,36838.0,30914.0,2358.0,29008.0
0.28,20678.0,47160.0,9709.0,21692.0,27282.0,40556.0,520.0,30881.0,36724.0,31028.0,2347.0,29019.0
0.279,20599.0,47239.0,9682.0,21719.0,27012.0,40826.0,512.0,30889.0,36636.0,31116.0,2333.0,29033.0
0.278,20496.0,47342.0,9650.0,21751.0,26782.0,41056.0,505.0,30896.0,36513.0,31239.0,2317.0,29049.0
0.277,20411.0,47427.0,9622.0,21779.0,26557.0,41281.0,501.0,30900.0,36400.0,31352.0,2304.0,29062.0
0.276,20331.0,47507.0,9586.0,21815.0,26324.0,41514.0,493.0,30908.0,36296.0,31456.0,2297.0,29069.0
0.275,20250.0,47588.0,9549.0,21852.0,26097.0,41741.0,486.0,30915.0,36198.0,31554.0,2285.0,29081.0
0.274,20176.0,47662.0,9517.0,21884.0,25882.0,41956.0,476.0,30925.0,36113.0,31639.0,2276.0,29090.0
0.273,20081.0,47757.0,9486.0,21915.0,25645.0,42193.0,464.0,30937.0,35991.0,31761.0,2263.0,29103.0
0.272,20004.0,47834.0,9459.0,21942.0,25428.0,42410.0,460.0,30941.0,35894.0,31858.0,2250.0,29116.0
0.271,19914.0,47924.0,9439.0,21962.0,25210.0,42628.0,454.0,30947.0,35794.0,31958.0,2238.0,29128.0
0.27,19834.0,48004.0,9408.0,21993.0,24970.0,42868.0,444.0,30957.0,35696.0,32056.0,2230.0,29136.0
0.269,19756.0,48082.0,9375.0,22026.0,24759.0,43079.0,431.0,30970.0,35591.0,32161.0,2216.0,29150.0
0.268,19660.0,48178.0,9350.0,22051.0,24484.0,43354.0,423.0,30978.0,35478.0,32274.0,2207.0,29159.0
0.267,19572.0,48266.0,9326.0,22075.0,24229.0,43609.0,418.0,30983.0,35372.0,32380.0,2201.0,29165.0
0.266,19494.0,48344.0,9301.0,22100.0,24016.0,43822.0,409.0,30992.0,35279.0,32473.0,2189.0,29177.0
0.265,19393.0,48445.0,9270.0,22131.0,23781.0,44057.0,397.0,31004.0,35182.0,32570.0,2176.0,29190.0
0.264,19303.0,48535.0,9230.0,22171.0,23566.0,44272.0,391.0,31010.0,35085.0,32667.0,2162.0,29204.0
0.263,19239.0,48599.0,9204.0,22197.0,23316.0,44522.0,380.0,31021.0,34987.0,32765.0,2149.0,29217.0
0.262,19150.0,48688.0,9171.0,22230.0,23110.0,44728.0,374.0,31027.0,34896.0,32856.0,2141.0,29225.0
0.261,19063.0,48775.0,9138.0,22263.0,22874.0,44964.0,365.0,31036.0,34787.0,32965.0,2128.0,29238.0
0.26,18963.0,48875.0,9119.0,22282.0,22643.0,45195.0,364.0,31037.0,34688.0,33064.0,2111.0,29255.0
0.259,18874.0,48964.0,9083.0,22318.0,22403.0,45435.0,362.0,31039.0,34572.0,33180.0,2100.0,29266.0
0.258,18803.0,49035.0,9054.0,22347.0,22175.0,45663.0,358.0,31043.0,34465.0,33287.0,2085.0,29281.0
0.257,18719.0,49119.0,9028.0,22373.0,21931.0,45907.0,351.0,31050.0,34356.0,33396.0,2080.0,29286.0
0.256,18630.0,49208.0,9004.0,22397.0,21691.0,46147.0,344.0,31057.0,34239.0,33513.0,2071.0,29295.0
0.255,18542.0,49296.0,8969.0,22432.0,21478.0,46360.0,339.0,31062.0,34138.0,33614.0,2059.0,29307.0
0.254,18461.0,49377.0,8941.0,22460.0,21255.0,46583.0,334.0,31067.0,34037.0,33715.0,2048.0,29318.0
0.253,18360.0,49478.0,8919.0,22482.0,21032.0,46806.0,329.0,31072.0,33921.0,33831.0,2036.0,29330.0
0.252,18277.0,49561.0,8884.0,22517.0,20798.0,47040.0,325.0,31076.0,33833.0,33919.0,2022.0,29344.0
0.251,18190.0,49648.0,8853.0,22548.0,20562.0,47276.0,319.0,31082.0,33729.0,34023.0,2012.0,29354.0
0.25,18101.0,49737.0,8822.0,22579.0,20345.0,47493.0,310.0,31091.0,33620.0,34132.0,2004.0,29362.0
0.249,18025.0,49813.0,8797.0,22604.0,20102.0,47736.0,304.0,31097.0,33526.0,34226.0,1993.0,29373.0
0.248,17950.0,49888.0,8778.0,22623.0,19886.0,47952.0,296.0,31105.0,33424.0,34328.0,1984.0,29382.0
0.247,17871.0,49967.0,8745.0,22656.0,19663.0,48175.0,288.0,31113.0,33315.0,34437.0,1966.0,29400.0
0.246,17804.0,50034.0,8716.0,22685.0,19448.0,48390.0,282.0,31119.0,33213.0,34539.0,1955.0,29411.0
0.245,17718.0,50120.0,8685.0,22716.0,19263.0,48575.0,277.0,31124.0,33100.0,34652.0,1944.0,29422.0
0.244,17640.0,50198.0,8649.0,22752.0,19063.0,48775.0,271.0,31130.0,33000.0,34752.0,1931.0,29435.0
0.243,17544.0,50294.0,8620.0,22781.0,18859.0,48979.0,265.0,31136.0,32888.0,34864.0,1923.0,29443.0
0.242,17461.0,50377.0,8592.0,22809.0,18629.0,49209.0,259.0,31142.0,32786.0,34966.0,1911.0,29455.0
0.241,17389.0,50449.0,8555.0,22846.0,18420.0,49418.0,257.0,31144.0,32694.0,35058.0,1903.0,29463.0
0.24,17299.0,50539.0,8529.0,22872.0,18196.0,49642.0,250.0,31151.0,32585.0,35167.0,1893.0,29473.0
0.239,17213.0,50625.0,8500.0,22901.0,17993.0,49845.0,245.0,31156.0,32488.0,35264.0,1881.0,29485.0
0.238,17134.0,50704.0,8467.0,22934.0,17766.0,50072.0,242.0,31159.0,32379.0,35373.0,1868.0,29498.0
0.237,17047.0,50791.0,8441.0,22960.0,17560.0,50278.0,238.0,31163.0,32269.0,35483.0,1858.0,29508.0
0.236,16969.0,50869.0,8402.0,22999.0,17348.0,50490.0,234.0,31167.0,32178.0,35574.0,1842.0,29524.0
0.235,16892.0,50946.0,8383.0,23018.0,17127.0,50711.0,232.0,31169.0,32073.0,35679.0,1836.0,29530.0
0.234,16802.0,51036.0,8345.0,23056.0,16938.0,50900.0,231.0,31170.0,31956.0,35796.0,1818.0,29548.0
0.233,16715.0,51123.0,8316.0,23085.0,16704.0,51134.0,227.0,31174.0,31866.0,35886.0,1811.0,29555.0
0.232,16614.0,51224.0,8282.0,23119.0,16494.0,51344.0,218.0,31183.0,31748.0,36004.0,1801.0,29565.0
0.231,16526.0,51312.0,8252.0,23149.0,16260.0,51578.0,215.0,31186.0,31635.0,36117.0,1791.0,29575.0
0.23,16430.0,51408.0,8228.0,23173.0,16063.0,51775.0,214.0,31187.0,31538.0,36214.0,1775.0,29591.0
0.229,16340.0,51498.0,8188.0,23213.0,15845.0,51993.0,211.0,31190.0,31427.0,36325.0,1768.0,29598.0
0.228,16250.0,51588.0,8157.0,23244.0,15631.0,52207.0,208.0,31193.0,31308.0,36444.0,1761.0,29605.0
0.227,16151.0,51687.0,8130.0,23271.0,15430.0,52408.0,205.0,31196.0,31202.0,36550.0,1748.0,29618.0
0.226,16066.0,51772.0,8100.0,23301.0,15243.0,52595.0,201.0,31200.0,31104.0,36648.0,1730.0,29636.0
0.225,15986.0,51852.0,8066.0,23335.0,15040.0,52798.0,201.0,31200.0,30999.0,36753.0,1720.0,29646.0
0.224,15906.0,51932.0,8028.0,23373.0,14847.0,52991.0,200.0,31201.0,30913.0,36839.0,1705.0,29661.0
0.223,15828.0,52010.0,7992.0,23409.0,14620.0,53218.0,195.0,31206.0,30797.0,36955.0,1696.0,29670.0
0.222,15745.0,52093.0,7947.0,23454.0,14421.0,53417.0,191.0,31210.0,30692.0,37060.0,1680.0,29686.0
0.221,15661.0,52177.0,7910.0,23491.0,14194.0,53644.0,190.0,31211.0,30575.0,37177.0,1673.0,29693.0
0.22,15575.0,52263.0,7879.0,23522.0,13993.0,53845.0,187.0,31214.0,30468.0,37284.0,1665.0,29701.0
0.219,15487.0,52351.0,7851.0,23550.0,13818.0,54020.0,178.0,31223.0,30380.0,37372.0,1654.0,29712.0
0.218,15389.0,52449.0,7808.0,23593.0,13668.0,54170.0,172.0,31229.0,30289.0,37463.0,1643.0,29723.0
0.217,15292.0,52546.0,7771.0,23630.0,13484.0,54354.0,169.0,31232.0,30171.0,37581.0,1631.0,29735.0
0.216,15214.0,52624.0,7733.0,23668.0,13317.0,54521.0,164.0,31237.0,30059.0,37693.0,1624.0,29742.0
0.215,15128.0,52710.0,7695.0,23706.0,13132.0,54706.0,159.0,31242.0,29950.0,37802.0,1617.0,29749.0
0.214,15048.0,52790.0,7665.0,23736.0,12926.0,54912.0,157.0,31244.0,29857.0,37895.0,1603.0,29763.0
0.213,14952.0,52886.0,7628.0,23773.0,12747.0,55091.0,153.0,31248.0,29754.0,37998.0,1594.0,29772.0
0.212,14851.0,52987.0,7594.0,23807.0,12554.0,55284.0,152.0,31249.0,29648.0,38104.0,1579.0,29787.0
0.211,14753.0,53085.0,7554.0,23847.0,12368.0,55470.0,143.0,31258.0,29529.0,38223.0,1567.0,29799.0
0.21,14656.0,53182.0,7518.0,23883.0,12180.0,55658.0,141.0,31260.0,29412.0,38340.0,1558.0,29808.0
0.209,14584.0,53254.0,7485.0,23916.0,12015.0,55823.0,136.0,31265.0,29276.0,38476.0,1554.0,29812.0
0.208,14511.0,53327.0,7453.0,23948.0,11846.0,55992.0,126.0,31275.0,29193.0,38559.0,1545.0,29821.0
0.207,14423.0,53415.0,7416.0,23985.0,11699.0,56139.0,122.0,31279.0,29094.0,38658.0,1536.0,29830.0
0.206,14330.0,53508.0,7391.0,24010.0,11520.0,56318.0,117.0,31284.0,28962.0,38790.0,1528.0,29838.0
0.205,14245.0,53593.0,7356.0,24045.0,11296.0,56542.0,115.0,31286.0,28857.0,38895.0,1521.0,29845.0
0.204,14152.0,53686.0,7324.0,24077.0,11105.0,56733.0,113.0,31288.0,28752.0,39000.0,1508.0,29858.0
0.203,14061.0,53777.0,7290.0,24111.0,10960.0,56878.0,110.0,31291.0,28651.0,39101.0,1500.0,29866.0
0.202,13962.0,53876.0,7261.0,24140.0,10779.0,57059.0,106.0,31295.0,28535.0,39217.0,1491.0,29875.0
0.201,13865.0,53973.0,7227.0,24174.0,10603.0,57235.0,101.0,31300.0,28429.0,39323.0,1476.0,29890.0
0.2,13766.0,54072.0,7193.0,24208.0,10425.0,57413.0,99.0,31302.0,28308.0,39444.0,1469.0,29897.0
0.199,13680.0,54158.0,7168.0,24233.0,10227.0,57611.0,95.0,31306.0,28196.0,39556.0,1456.0,29910.0
0.198,13602.0,54236.0,7145.0,24256.0,10071.0,57767.0,92.0,31309.0,28074.0,39678.0,1449.0,29917.0
0.197,13491.0,54347.0,7105.0,24296.0,9928.0,57910.0,89.0,31312.0,27984.0,39768.0,1436.0,29930.0
0.196,13424.0,54414.0,7078.0,24323.0,9736.0,58102.0,88.0,31313.0,27874.0,39878.0,1429.0,29937.0
0.195,13328.0,54510.0,7058.0,24343.0,9549.0,58289.0,88.0,31313.0,27772.0,39980.0,1419.0,29947.0
0.194,13249.0,54589.0,7030.0,24371.0,9389.0,58449.0,85.0,31316.0,27657.0,40095.0,1409.0,29957.0
0.193,13149.0,54689.0,7003.0,24398.0,9241.0,58597.0,77.0,31324.0,27540.0,40212.0,1400.0,29966.0
0.192,13067.0,54771.0,6974.0,24427.0,9089.0,58749.0,75.0,31326.0,27425.0,40327.0,1392.0,29974.0
0.191,12985.0,54853.0,6931.0,24470.0,8948.0,58890.0,75.0,31326.0,27309.0,40443.0,1383.0,29983.0
0.19,12911.0,54927.0,6905.0,24496.0,8807.0,59031.0,75.0,31326.0,27189.0,40563.0,1375.0,29991.0
0.189,12815.0,55023.0,6876.0,24525.0,8690.0,59148.0,73.0,31328.0,27076.0,40676.0,1364.0,30002.0
0.188,12735.0,55103.0,6842.0,24559.0,8557.0,59281.0,69.0,31332.0,26968.0,40784.0,1354.0,30012.0
0.187,12631.0,55207.0,6809.0,24592.0,8401.0,59437.0,67.0,31334.0,26858.0,40894.0,1350.0,30016.0
0.186,12525.0,55313.0,6772.0,24629.0,8266.0,59572.0,62.0,31339.0,26719.0,41033.0,1343.0,30023.0
0.185,12414.0,55424.0,6740.0,24661.0,8132.0,59706.0,61.0,31340.0,26597.0,41155.0,1337.0,30029.0
0.184,12322.0,55516.0,6714.0,24687.0,8003.0,59835.0,61.0,31340.0,26468.0,41284.0,1320.0,30046.0
0.183,12237.0,55601.0,6675.0,24726.0,7836.0,60002.0,60.0,31341.0,26332.0,41420.0,1310.0,30056.0
0.182,12147.0,55691.0,6641.0,24760.0,7719.0,60119.0,59.0,31342.0,26226.0,41526.0,1306.0,30060.0
0.181,12058.0,55780.0,6601.0,24800.0,7567.0,60271.0,57.0,31344.0,26114.0,41638.0,1297.0,30069.0
0.18,11966.0,55872.0,6563.0,24838.0,7444.0,60394.0,56.0,31345.0,25993.0,41759.0,1291.0,30075.0
0.179,11870.0,55968.0,6527.0,24874.0,7320.0,60518.0,52.0,31349.0,25882.0,41870.0,1286.0,30080.0
0.178,11780.0,56058.0,6493.0,24908.0,7198.0,60640.0,52.0,31349.0,25766.0,41986.0,1278.0,30088.0
0.177,11689.0,56149.0,6459.0,24942.0,7077.0,60761.0,51.0,31350.0,25654.0,42098.0,1266.0,30100.0
0.176,11590.0,56248.0,6424.0,24977.0,6953.0,60885.0,50.0,31351.0,25537.0,42215.0,1259.0,30107.0
0.175,11508.0,56330.0,6387.0,25014.0,6842.0,60996.0,49.0,31352.0,25424.0,42328.0,1246.0,30120.0
0.174,11418.0,56420.0,6363.0,25038.0,6703.0,61135.0,47.0,31354.0,25301.0,42451.0,1237.0,30129.0
0.173,11330.0,56508.0,6333.0,25068.0,6568.0,61270.0,46.0,31355.0,25174.0,42578.0,1226.0,30140.0
0.172,11230.0,56608.0,6304.0,25097.0,6438.0,61400.0,44.0,31357.0,25056.0,42696.0,1218.0,30148.0
0.171,11146.0,56692.0,6276.0,25125.0,6343.0,61495.0,44.0,31357.0,24934.0,42818.0,1207.0,30159.0
0.17,11072.0,56766.0,6238.0,25163.0,6240.0,61598.0,41.0,31360.0,24819.0,42933.0,1196.0,30170.0
0.169,10973.0,56865.0,6193.0,25208.0,6142.0,61696.0,39.0,31362.0,24684.0,43068.0,1186.0,30180.0
0.168,10890.0,56948.0,6160.0,25241.0,6001.0,61837.0,38.0,31363.0,24553.0,43199.0,1177.0,30189.0
0.167,10805.0,57033.0,6108.0,25293.0,5899.0,61939.0,36.0,31365.0,24435.0,43317.0,1171.0,30195.0
0.166,10714.0,57124.0,6074.0,25327.0,5789.0,62049.0,35.0,31366.0,24306.0,43446.0,1162.0,30204.0
0.165,10631.0,57207.0,6030.0,25371.0,5675.0,62163.0,34.0,31367.0,24187.0,43565.0,1156.0,30210.0
0.164,10536.0,57302.0,5994.0,25407.0,5570.0,62268.0,30.0,31371.0,24075.0,43677.0,1153.0,30213.0
0.163,10444.0,57394.0,5963.0,25438.0,5468.0,62370.0,28.0,31373.0,23957.0,43795.0,1146.0,30220.0
0.162,10343.0,57495.0,5934.0,25467.0,5349.0,62489.0,27.0,31374.0,23838.0,43914.0,1138.0,30228.0
0.161,10242.0,57596.0,5889.0,25512.0,5251.0,62587.0,25.0,31376.0,23717.0,44035.0,1126.0,30240.0
0.16,10145.0,57693.0,5852.0,25549.0,5147.0,62691.0,25.0,31376.0,23592.0,44160.0,1123.0,30243.0
0.159,10055.0,57783.0,5815.0,25586.0,5040.0,62798.0,22.0,31379.0,23461.0,44291.0,1113.0,30253.0
0.158,9970.0,57868.0,5776.0,25625.0,4945.0,62893.0,20.0,31381.0,23333.0,44419.0,1112.0,30254.0
0.157,9860.0,57978.0,5737.0,25664.0,4853.0,62985.0,19.0,31382.0,23189.0,44563.0,1105.0,30261.0
0.156,9774.0,58064.0,5702.0,25699.0,4764.0,63074.0,16.0,31385.0,23082.0,44670.0,1099.0,30267.0
0.155,9697.0,58141.0,5663.0,25738.0,4666.0,63172.0,12.0,31389.0,22974.0,44778.0,1095.0,30271.0
0.154,9591.0,58247.0,5628.0,25773.0,4580.0,63258.0,12.0,31389.0,22845.0,44907.0,1089.0,30277.0
0.153,9494.0,58344.0,5600.0,25801.0,4502.0,63336.0,11.0,31390.0,22730.0,45022.0,1082.0,30284.0
0.152,9411.0,58427.0,5578.0,25823.0,4428.0,63410.0,11.0,31390.0,22597.0,45155.0,1076.0,30290.0
0.151,9327.0,58511.0,5543.0,25858.0,4359.0,63479.0,11.0,31390.0,22484.0,45268.0,1069.0,30297.0
0.15,9222.0,58616.0,5511.0,25890.0,4277.0,63561.0,10.0,31391.0,22360.0,45392.0,1062.0,30304.0
0.149,9133.0,58705.0,5471.0,25930.0,4184.0,63654.0,9.0,31392.0,22226.0,45526.0,1056.0,30310.0
0.148,9046.0,58792.0,5428.0,25973.0,4100.0,63738.0,9.0,31392.0,22092.0,45660.0,1051.0,30315.0
0.147,8965.0,58873.0,5392.0,26009.0,4004.0,63834.0,9.0,31392.0,21977.0,45775.0,1045.0,30321.0
0.146,8867.0,58971.0,5352.0,26049.0,3914.0,63924.0,9.0,31392.0,21839.0,45913.0,1039.0,30327.0
0.145,8773.0,59065.0,5317.0,26084.0,3822.0,64016.0,9.0,31392.0,21714.0,46038.0,1031.0,30335.0
0.144,8680.0,59158.0,5288.0,26113.0,3764.0,64074.0,9.0,31392.0,21567.0,46185.0,1025.0,30341.0
0.143,8601.0,59237.0,5267.0,26134.0,3689.0,64149.0,8.0,31393.0,21435.0,46317.0,1018.0,30348.0
0.142,8519.0,59319.0,5225.0,26176.0,3622.0,64216.0,8.0,31393.0,21287.0,46465.0,1007.0,30359.0
0.141,8427.0,59411.0,5183.0,26218.0,3547.0,64291.0,8.0,31393.0,21144.0,46608.0,998.0,30368.0
0.14,8349.0,59489.0,5138.0,26263.0,3478.0,64360.0,7.0,31394.0,21021.0,46731.0,990.0,30376.0
0.139,8264.0,59574.0,5089.0,26312.0,3398.0,64440.0,7.0,31394.0,20883.0,46869.0,984.0,30382.0
0.138,8170.0,59668.0,5056.0,26345.0,3320.0,64518.0,7.0,31394.0,20756.0,46996.0,976.0,30390.0
0.137,8082.0,59756.0,5017.0,26384.0,3236.0,64602.0,7.0,31394.0,20621.0,47131.0,964.0,30402.0
0.136,8000.0,59838.0,4985.0,26416.0,3155.0,64683.0,7.0,31394.0,20472.0,47280.0,956.0,30410.0
0.135,7919.0,59919.0,4937.0,26464.0,3090.0,64748.0,7.0,31394.0,20334.0,47418.0,951.0,30415.0
0.134,7833.0,60005.0,4893.0,26508.0,3027.0,64811.0,7.0,31394.0,20194.0,47558.0,943.0,30423.0
0.133,7741.0,60097.0,4863.0,26538.0,2958.0,64880.0,7.0,31394.0,20053.0,47699.0,939.0,30427.0
0.132,7639.0,60199.0,4829.0,26572.0,2893.0,64945.0,6.0,31395.0,19890.0,47862.0,935.0,30431.0
0.131,7546.0,60292.0,4787.0,26614.0,2823.0,65015.0,6.0,31395.0,19766.0,47986.0,930.0,30436.0
0.13,7464.0,60374.0,4743.0,26658.0,2758.0,65080.0,6.0,31395.0,19636.0,48116.0,924.0,30442.0
0.129,7381.0,60457.0,4702.0,26699.0,2693.0,65145.0,6.0,31395.0,19492.0,48260.0,916.0,30450.0
0.128,7278.0,60560.0,4666.0,26735.0,2628.0,65210.0,6.0,31395.0,19346.0,48406.0,910.0,30456.0
0.127,7182.0,60656.0,4623.0,26778.0,2574.0,65264.0,6.0,31395.0,19196.0,48556.0,899.0,30467.0
0.126,7093.0,60745.0,4573.0,26828.0,2518.0,65320.0,6.0,31395.0,19047.0,48705.0,892.0,30474.0
0.125,7008.0,60830.0,4533.0,26868.0,2461.0,65377.0,5.0,31396.0,18909.0,48843.0,889.0,30477.0
0.124,6911.0,60927.0,4501.0,26900.0,2410.0,65428.0,4.0,31397.0,18744.0,49008.0,882.0,30484.0
0.123,6835.0,61003.0,4458.0,26943.0,2347.0,65491.0,3.0,31398.0,18594.0,49158.0,874.0,30492.0
0.122,6726.0,61112.0,4422.0,26979.0,2300.0,65538.0,3.0,31398.0,18457.0,49295.0,862.0,30504.0
