predictor,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred
0.506,0.508,0.342,0.857,0.851,0.822,0.678
0.505,0.509,0.342,0.858,0.85,0.823,0.677
0.504,0.509,0.342,0.858,0.849,0.823,0.676
0.503,0.51,0.342,0.859,0.847,0.824,0.674
0.502,0.511,0.341,0.859,0.846,0.824,0.673
0.501,0.512,0.341,0.86,0.845,0.825,0.672
0.5,0.513,0.341,0.861,0.844,0.825,0.671
0.499,0.514,0.341,0.861,0.843,0.826,0.67
0.498,0.514,0.341,0.862,0.842,0.827,0.669
0.497,0.515,0.341,0.863,0.841,0.827,0.668
0.496,0.516,0.34,0.864,0.84,0.828,0.668
0.495,0.517,0.34,0.864,0.839,0.828,0.667
0.494,0.517,0.34,0.865,0.838,0.829,0.666
0.493,0.518,0.34,0.866,0.836,0.83,0.665
0.492,0.519,0.34,0.866,0.835,0.831,0.664
0.491,0.52,0.34,0.867,0.834,0.831,0.663
0.49,0.52,0.339,0.867,0.832,0.832,0.662
0.489,0.521,0.339,0.868,0.831,0.832,0.661
0.488,0.522,0.339,0.869,0.83,0.833,0.66
0.487,0.522,0.339,0.869,0.829,0.833,0.659
0.486,0.523,0.339,0.87,0.828,0.834,0.658
0.485,0.524,0.339,0.87,0.827,0.834,0.657
0.484,0.525,0.339,0.871,0.826,0.835,0.656
0.483,0.525,0.339,0.871,0.824,0.835,0.655
0.482,0.526,0.338,0.872,0.823,0.836,0.654
0.481,0.527,0.338,0.873,0.822,0.836,0.653
0.48,0.528,0.338,0.873,0.821,0.837,0.652
0.479,0.529,0.338,0.874,0.819,0.838,0.651
0.478,0.529,0.338,0.875,0.818,0.838,0.65
0.477,0.53,0.338,0.876,0.817,0.839,0.649
0.476,0.531,0.337,0.876,0.815,0.839,0.648
0.475,0.532,0.337,0.877,0.814,0.84,0.647
0.474,0.533,0.337,0.878,0.812,0.84,0.646
0.473,0.534,0.337,0.878,0.811,0.841,0.645
0.472,0.534,0.337,0.879,0.81,0.841,0.644
0.471,0.535,0.337,0.879,0.809,0.842,0.643
0.47,0.536,0.337,0.88,0.807,0.843,0.643
0.469,0.537,0.337,0.881,0.806,0.843,0.641
0.468,0.537,0.336,0.881,0.805,0.844,0.64
0.467,0.538,0.336,0.882,0.803,0.845,0.639
0.466,0.538,0.336,0.882,0.802,0.845,0.639
0.465,0.539,0.336,0.883,0.8,0.846,0.638
0.464,0.54,0.336,0.884,0.799,0.846,0.637
0.463,0.541,0.336,0.884,0.797,0.847,0.636
0.462,0.541,0.335,0.885,0.796,0.847,0.635
0.461,0.542,0.335,0.886,0.794,0.848,0.634
0.46,0.543,0.335,0.886,0.793,0.848,0.633
0.459,0.543,0.335,0.887,0.791,0.849,0.632
0.458,0.544,0.335,0.888,0.79,0.849,0.631
0.457,0.545,0.335,0.889,0.788,0.85,0.63
0.456,0.546,0.334,0.889,0.786,0.85,0.63
0.455,0.546,0.334,0.89,0.784,0.851,0.629
0.454,0.547,0.334,0.89,0.783,0.851,0.628
0.453,0.548,0.334,0.891,0.781,0.852,0.627
0.452,0.549,0.334,0.892,0.779,0.852,0.626
0.451,0.55,0.334,0.893,0.777,0.853,0.625
0.45,0.551,0.334,0.893,0.776,0.853,0.625
0.449,0.551,0.334,0.894,0.774,0.854,0.624
0.448,0.552,0.333,0.895,0.773,0.854,0.623
0.447,0.553,0.333,0.895,0.771,0.855,0.622
0.446,0.553,0.333,0.896,0.769,0.855,0.621
0.445,0.554,0.333,0.897,0.768,0.856,0.62
0.444,0.555,0.333,0.897,0.766,0.856,0.619
0.443,0.555,0.333,0.898,0.764,0.857,0.618
0.442,0.556,0.333,0.899,0.762,0.857,0.617
0.441,0.557,0.332,0.899,0.76,0.858,0.616
0.44,0.558,0.332,0.9,0.758,0.858,0.615
0.439,0.558,0.332,0.901,0.756,0.858,0.614
0.438,0.559,0.332,0.901,0.754,0.859,0.613
0.437,0.56,0.332,0.902,0.752,0.859,0.612
0.436,0.561,0.332,0.902,0.75,0.86,0.611
0.435,0.562,0.332,0.903,0.749,0.86,0.61
0.434,0.563,0.332,0.903,0.747,0.861,0.61
0.433,0.564,0.332,0.904,0.745,0.862,0.609
0.432,0.565,0.332,0.904,0.743,0.862,0.608
0.431,0.565,0.331,0.905,0.741,0.862,0.607
0.43,0.566,0.331,0.905,0.739,0.863,0.606
0.429,0.566,0.331,0.906,0.737,0.863,0.605
0.428,0.567,0.331,0.907,0.735,0.864,0.604
0.427,0.568,0.331,0.908,0.733,0.865,0.603
0.426,0.569,0.331,0.909,0.731,0.865,0.602
0.425,0.57,0.33,0.909,0.729,0.866,0.602
0.424,0.571,0.33,0.91,0.727,0.866,0.601
0.423,0.571,0.33,0.91,0.725,0.867,0.6
0.422,0.572,0.33,0.911,0.723,0.867,0.599
0.421,0.573,0.33,0.912,0.721,0.868,0.598
0.42,0.574,0.33,0.913,0.719,0.868,0.597
0.419,0.575,0.33,0.913,0.717,0.869,0.596
0.418,0.576,0.33,0.914,0.715,0.869,0.595
0.417,0.576,0.33,0.915,0.713,0.87,0.595
0.416,0.578,0.33,0.915,0.711,0.87,0.594
0.415,0.579,0.33,0.916,0.709,0.871,0.593
0.414,0.579,0.329,0.916,0.707,0.871,0.592
0.413,0.58,0.329,0.917,0.704,0.872,0.591
0.412,0.581,0.329,0.917,0.702,0.872,0.59
0.411,0.582,0.329,0.918,0.699,0.873,0.589
0.41,0.583,0.329,0.919,0.697,0.873,0.588
0.409,0.584,0.329,0.92,0.695,0.873,0.587
0.408,0.584,0.329,0.92,0.693,0.874,0.586
0.407,0.585,0.329,0.921,0.691,0.875,0.586
0.406,0.586,0.328,0.921,0.688,0.875,0.585
0.405,0.587,0.328,0.922,0.686,0.876,0.584
0.404,0.588,0.328,0.922,0.684,0.876,0.583
0.403,0.589,0.328,0.923,0.682,0.877,0.582
0.402,0.59,0.328,0.923,0.679,0.877,0.581
0.401,0.591,0.328,0.924,0.677,0.878,0.58
0.4,0.591,0.328,0.924,0.675,0.878,0.579
0.399,0.592,0.328,0.925,0.672,0.879,0.579
0.398,0.593,0.328,0.926,0.67,0.879,0.578
0.397,0.594,0.328,0.927,0.668,0.879,0.577
0.396,0.595,0.328,0.927,0.665,0.88,0.576
0.395,0.596,0.327,0.928,0.663,0.88,0.575
0.394,0.597,0.327,0.928,0.661,0.881,0.574
0.393,0.598,0.327,0.929,0.659,0.881,0.573
0.392,0.598,0.327,0.929,0.656,0.882,0.572
0.391,0.599,0.327,0.93,0.654,0.882,0.572
0.39,0.6,0.327,0.931,0.652,0.883,0.571
0.389,0.6,0.327,0.931,0.649,0.883,0.57
0.388,0.601,0.327,0.932,0.646,0.883,0.569
0.387,0.602,0.327,0.932,0.644,0.884,0.568
0.386,0.603,0.327,0.933,0.642,0.885,0.567
0.385,0.604,0.326,0.934,0.639,0.885,0.567
0.384,0.605,0.326,0.934,0.637,0.886,0.566
0.383,0.605,0.326,0.935,0.634,0.886,0.565
0.382,0.606,0.326,0.935,0.632,0.886,0.564
0.381,0.607,0.326,0.936,0.629,0.887,0.564
0.38,0.607,0.326,0.937,0.627,0.887,0.563
0.379,0.608,0.326,0.937,0.624,0.888,0.562
0.378,0.609,0.325,0.938,0.622,0.888,0.561
0.377,0.61,0.325,0.939,0.619,0.889,0.56
0.376,0.61,0.325,0.939,0.617,0.889,0.559
0.375,0.611,0.325,0.94,0.614,0.89,0.558
0.374,0.612,0.325,0.94,0.612,0.89,0.557
0.373,0.613,0.325,0.941,0.61,0.891,0.556
0.372,0.614,0.325,0.941,0.608,0.891,0.555
0.371,0.614,0.325,0.942,0.605,0.891,0.555
0.37,0.615,0.325,0.943,0.602,0.892,0.554
0.369,0.616,0.324,0.943,0.6,0.892,0.553
0.368,0.616,0.324,0.944,0.598,0.893,0.552
0.367,0.617,0.324,0.945,0.596,0.893,0.551
0.366,0.618,0.324,0.945,0.593,0.893,0.55
0.365,0.619,0.324,0.946,0.591,0.894,0.549
0.364,0.619,0.324,0.946,0.588,0.894,0.548
0.363,0.62,0.324,0.947,0.586,0.894,0.548
0.362,0.621,0.323,0.947,0.583,0.895,0.547
0.361,0.622,0.323,0.948,0.581,0.895,0.546
0.36,0.623,0.323,0.948,0.579,0.896,0.545
0.359,0.624,0.323,0.949,0.577,0.896,0.545
0.358,0.625,0.323,0.95,0.574,0.896,0.544
0.357,0.626,0.323,0.95,0.572,0.897,0.543
0.356,0.626,0.323,0.951,0.57,0.897,0.542
0.355,0.627,0.323,0.951,0.568,0.897,0.541
0.354,0.628,0.323,0.952,0.565,0.898,0.541
0.353,0.629,0.323,0.953,0.563,0.898,0.54
0.352,0.629,0.322,0.953,0.561,0.899,0.539
0.351,0.63,0.322,0.953,0.558,0.899,0.538
0.35,0.631,0.322,0.954,0.556,0.899,0.537
0.349,0.632,0.322,0.955,0.554,0.9,0.537
0.348,0.632,0.322,0.955,0.552,0.9,0.536
0.347,0.633,0.322,0.956,0.55,0.9,0.535
0.346,0.634,0.322,0.956,0.548,0.901,0.534
0.345,0.635,0.322,0.957,0.545,0.901,0.534
0.344,0.636,0.322,0.958,0.543,0.901,0.533
0.343,0.637,0.322,0.958,0.541,0.902,0.532
0.342,0.638,0.322,0.958,0.539,0.902,0.532
0.341,0.638,0.321,0.959,0.537,0.903,0.531
0.34,0.639,0.321,0.96,0.535,0.903,0.53
0.339,0.64,0.321,0.96,0.532,0.903,0.529
0.338,0.641,0.321,0.961,0.53,0.904,0.529
0.337,0.642,0.321,0.961,0.528,0.904,0.528
0.336,0.642,0.321,0.962,0.527,0.905,0.527
0.335,0.643,0.32,0.962,0.525,0.905,0.526
0.334,0.643,0.32,0.963,0.522,0.905,0.526
0.333,0.644,0.32,0.963,0.52,0.906,0.525
0.332,0.645,0.32,0.964,0.518,0.906,0.525
0.331,0.646,0.32,0.964,0.516,0.907,0.524
0.33,0.647,0.32,0.965,0.515,0.907,0.523
0.329,0.648,0.32,0.965,0.512,0.908,0.522
0.328,0.649,0.32,0.965,0.511,0.908,0.521
0.327,0.65,0.32,0.966,0.509,0.908,0.521
0.326,0.651,0.32,0.966,0.507,0.909,0.52
0.325,0.652,0.32,0.967,0.505,0.909,0.519
0.324,0.653,0.32,0.967,0.503,0.909,0.518
0.323,0.653,0.319,0.968,0.501,0.91,0.518
0.322,0.654,0.319,0.968,0.499,0.91,0.517
0.321,0.655,0.319,0.969,0.497,0.91,0.516
0.32,0.656,0.319,0.969,0.495,0.911,0.515
0.319,0.657,0.319,0.97,0.494,0.911,0.514
0.318,0.658,0.319,0.97,0.492,0.912,0.514
0.317,0.659,0.319,0.971,0.49,0.912,0.513
0.316,0.66,0.319,0.971,0.488,0.912,0.512
0.315,0.661,0.319,0.972,0.486,0.913,0.511
0.314,0.662,0.319,0.972,0.485,0.913,0.51
0.313,0.663,0.318,0.973,0.483,0.913,0.509
0.312,0.663,0.318,0.973,0.481,0.914,0.509
0.311,0.664,0.318,0.973,0.479,0.914,0.508
0.31,0.665,0.318,0.974,0.478,0.914,0.507
0.309,0.666,0.318,0.974,0.476,0.915,0.506
0.308,0.667,0.318,0.975,0.474,0.915,0.505
0.307,0.667,0.318,0.975,0.472,0.915,0.505
0.306,0.668,0.318,0.976,0.471,0.916,0.504
0.305,0.67,0.318,0.976,0.469,0.916,0.503
0.304,0.67,0.318,0.976,0.468,0.917,0.502
0.303,0.671,0.317,0.977,0.466,0.917,0.501
0.302,0.672,0.317,0.977,0.464,0.917,0.5
0.301,0.673,0.317,0.978,0.463,0.918,0.499
0.3,0.674,0.317,0.978,0.461,0.918,0.499
0.299,0.675,0.317,0.978,0.46,0.918,0.498
0.298,0.676,0.317,0.979,0.458,0.919,0.497
0.297,0.677,0.317,0.979,0.456,0.919,0.496
0.296,0.677,0.317,0.979,0.455,0.919,0.495
0.295,0.678,0.317,0.979,0.454,0.92,0.495
0.294,0.679,0.317,0.98,0.452,0.92,0.494
0.293,0.68,0.317,0.98,0.451,0.921,0.493
0.292,0.681,0.317,0.98,0.449,0.921,0.493
0.291,0.682,0.316,0.981,0.448,0.921,0.492
0.29,0.683,0.316,0.981,0.446,0.922,0.491
0.289,0.683,0.316,0.981,0.445,0.922,0.49
0.288,0.684,0.316,0.982,0.443,0.922,0.49
0.287,0.685,0.316,0.982,0.442,0.923,0.489
0.286,0.686,0.316,0.982,0.44,0.923,0.488
0.285,0.687,0.316,0.982,0.439,0.924,0.487
0.284,0.688,0.316,0.982,0.438,0.924,0.487
0.283,0.688,0.315,0.983,0.436,0.924,0.486
0.282,0.689,0.315,0.983,0.435,0.924,0.485
0.281,0.69,0.315,0.983,0.434,0.925,0.484
0.28,0.691,0.315,0.983,0.432,0.925,0.483
0.279,0.692,0.315,0.984,0.431,0.926,0.483
0.278,0.693,0.315,0.984,0.429,0.926,0.482
0.277,0.694,0.315,0.984,0.428,0.927,0.481
0.276,0.695,0.315,0.984,0.427,0.927,0.48
0.275,0.696,0.315,0.985,0.425,0.927,0.48
0.274,0.697,0.315,0.985,0.424,0.927,0.479
0.273,0.698,0.315,0.985,0.423,0.928,0.478
0.272,0.699,0.314,0.985,0.422,0.928,0.478
0.271,0.699,0.314,0.986,0.421,0.929,0.477
0.27,0.7,0.314,0.986,0.419,0.929,0.476
0.269,0.701,0.314,0.986,0.418,0.929,0.475
0.268,0.702,0.314,0.987,0.417,0.93,0.475
0.267,0.703,0.314,0.987,0.415,0.93,0.474
0.266,0.704,0.314,0.987,0.414,0.93,0.473
0.265,0.705,0.314,0.987,0.413,0.931,0.473
0.264,0.706,0.314,0.988,0.412,0.931,0.472
0.263,0.707,0.314,0.988,0.411,0.931,0.471
0.262,0.708,0.313,0.988,0.41,0.932,0.471
0.261,0.709,0.313,0.988,0.408,0.932,0.47
0.26,0.71,0.313,0.988,0.407,0.933,0.469
0.259,0.711,0.313,0.988,0.406,0.933,0.469
0.258,0.712,0.313,0.989,0.405,0.934,0.468
0.257,0.712,0.313,0.989,0.403,0.934,0.467
0.256,0.713,0.313,0.989,0.402,0.934,0.466
0.255,0.714,0.313,0.989,0.401,0.934,0.466
0.254,0.715,0.313,0.989,0.4,0.935,0.465
0.253,0.716,0.312,0.99,0.399,0.935,0.464
0.252,0.717,0.312,0.99,0.398,0.936,0.464
0.251,0.718,0.312,0.99,0.397,0.936,0.463
0.25,0.719,0.312,0.99,0.396,0.936,0.462
0.249,0.72,0.312,0.99,0.394,0.936,0.462
0.248,0.72,0.312,0.991,0.393,0.937,0.461
0.247,0.722,0.312,0.991,0.392,0.937,0.461
0.246,0.722,0.312,0.991,0.391,0.938,0.46
0.245,0.723,0.312,0.991,0.391,0.938,0.459
0.244,0.725,0.312,0.991,0.39,0.938,0.459
0.243,0.725,0.312,0.992,0.389,0.939,0.458
0.242,0.726,0.312,0.992,0.388,0.939,0.457
0.241,0.728,0.312,0.992,0.387,0.939,0.457
0.24,0.728,0.312,0.992,0.386,0.94,0.456
0.239,0.729,0.311,0.992,0.385,0.94,0.455
0.238,0.73,0.311,0.992,0.384,0.94,0.455
0.237,0.731,0.311,0.992,0.383,0.941,0.454
0.236,0.732,0.311,0.993,0.382,0.941,0.454
0.235,0.733,0.311,0.993,0.381,0.941,0.453
0.234,0.734,0.311,0.993,0.38,0.942,0.452
0.233,0.735,0.311,0.993,0.379,0.942,0.452
0.232,0.736,0.311,0.993,0.378,0.943,0.451
0.231,0.737,0.311,0.993,0.377,0.943,0.45
0.23,0.738,0.311,0.993,0.376,0.943,0.45
0.229,0.739,0.311,0.993,0.375,0.944,0.449
0.228,0.74,0.311,0.993,0.374,0.944,0.448
0.227,0.741,0.31,0.993,0.373,0.944,0.448
0.226,0.742,0.31,0.994,0.372,0.945,0.447
0.225,0.743,0.31,0.994,0.371,0.945,0.446
0.224,0.744,0.31,0.994,0.371,0.946,0.446
0.223,0.745,0.31,0.994,0.37,0.946,0.445
0.222,0.747,0.31,0.994,0.369,0.946,0.445
0.221,0.748,0.31,0.994,0.368,0.947,0.444
0.22,0.749,0.31,0.994,0.367,0.947,0.443
0.219,0.75,0.31,0.994,0.366,0.947,0.443
0.218,0.751,0.31,0.995,0.366,0.948,0.442
0.217,0.753,0.31,0.995,0.365,0.948,0.442
0.216,0.754,0.31,0.995,0.364,0.948,0.441
0.215,0.755,0.31,0.995,0.363,0.948,0.44
0.214,0.756,0.31,0.995,0.363,0.949,0.44
0.213,0.757,0.31,0.995,0.362,0.949,0.439
0.212,0.758,0.31,0.995,0.361,0.95,0.439
0.211,0.759,0.31,0.995,0.36,0.95,0.438
0.21,0.761,0.31,0.996,0.36,0.95,0.437
0.209,0.762,0.31,0.996,0.359,0.95,0.437
0.208,0.763,0.31,0.996,0.358,0.951,0.436
0.207,0.764,0.31,0.996,0.358,0.951,0.436
0.206,0.765,0.31,0.996,0.357,0.951,0.435
0.205,0.766,0.31,0.996,0.356,0.952,0.434
0.204,0.767,0.31,0.996,0.355,0.952,0.434
0.203,0.768,0.31,0.996,0.355,0.952,0.433
0.202,0.769,0.309,0.997,0.354,0.952,0.432
0.201,0.77,0.309,0.997,0.354,0.953,0.432
0.2,0.771,0.309,0.997,0.353,0.953,0.431
0.199,0.772,0.309,0.997,0.352,0.954,0.431
0.198,0.772,0.309,0.997,0.351,0.954,0.43
0.197,0.774,0.309,0.997,0.351,0.954,0.429
0.196,0.775,0.309,0.997,0.35,0.954,0.429
0.195,0.775,0.309,0.997,0.349,0.955,0.428
0.194,0.776,0.309,0.997,0.349,0.955,0.428
0.193,0.777,0.308,0.998,0.348,0.955,0.427
0.192,0.778,0.308,0.998,0.348,0.956,0.426
0.191,0.779,0.308,0.998,0.347,0.956,0.426
0.19,0.78,0.308,0.998,0.347,0.956,0.425
0.189,0.781,0.308,0.998,0.346,0.957,0.424
0.188,0.782,0.308,0.998,0.346,0.957,0.424
0.187,0.783,0.308,0.998,0.345,0.957,0.423
0.186,0.784,0.308,0.998,0.345,0.957,0.423
0.185,0.785,0.308,0.998,0.344,0.957,0.422
0.184,0.786,0.308,0.998,0.344,0.958,0.421
0.183,0.787,0.308,0.998,0.343,0.958,0.421
0.182,0.789,0.308,0.998,0.343,0.958,0.42
0.181,0.79,0.308,0.998,0.342,0.959,0.419
0.18,0.791,0.308,0.998,0.342,0.959,0.419
0.179,0.792,0.308,0.998,0.341,0.959,0.418
0.178,0.793,0.308,0.998,0.341,0.959,0.417
0.177,0.794,0.308,0.998,0.34,0.96,0.417
0.176,0.795,0.308,0.998,0.34,0.96,0.416
0.175,0.797,0.308,0.998,0.339,0.96,0.416
0.174,0.797,0.307,0.999,0.339,0.961,0.415
0.173,0.798,0.307,0.999,0.339,0.961,0.414
0.172,0.799,0.307,0.999,0.338,0.961,0.414
0.171,0.8,0.307,0.999,0.338,0.962,0.413
0.17,0.801,0.307,0.999,0.337,0.962,0.413
0.169,0.803,0.307,0.999,0.337,0.962,0.412
0.168,0.804,0.307,0.999,0.337,0.962,0.411
0.167,0.805,0.307,0.999,0.336,0.963,0.411
0.166,0.807,0.307,0.999,0.336,0.963,0.41
0.165,0.808,0.307,0.999,0.335,0.963,0.409
0.164,0.809,0.307,0.999,0.335,0.963,0.409
0.163,0.81,0.307,0.999,0.335,0.963,0.408
0.162,0.811,0.307,0.999,0.334,0.964,0.408
0.161,0.812,0.307,0.999,0.334,0.964,0.407
0.16,0.814,0.307,0.999,0.334,0.964,0.406
0.159,0.815,0.307,0.999,0.333,0.965,0.406
0.158,0.816,0.307,0.999,0.333,0.965,0.405
0.157,0.817,0.307,0.999,0.333,0.965,0.404
0.156,0.818,0.307,0.999,0.332,0.965,0.404
0.155,0.82,0.307,1.0,0.332,0.965,0.403
0.154,0.821,0.307,1.0,0.332,0.965,0.403
0.153,0.822,0.307,1.0,0.331,0.966,0.402
0.152,0.822,0.307,1.0,0.331,0.966,0.401
0.151,0.823,0.306,1.0,0.331,0.966,0.401
0.15,0.824,0.306,1.0,0.331,0.966,0.4
0.149,0.826,0.306,1.0,0.33,0.966,0.4
0.148,0.827,0.306,1.0,0.33,0.966,0.399
0.147,0.828,0.306,1.0,0.33,0.967,0.398
0.146,0.83,0.306,1.0,0.329,0.967,0.398
0.145,0.831,0.306,1.0,0.329,0.967,0.397
0.144,0.832,0.306,1.0,0.329,0.967,0.396
0.143,0.832,0.306,1.0,0.329,0.968,0.396
0.142,0.834,0.306,1.0,0.328,0.968,0.395
0.141,0.835,0.306,1.0,0.328,0.968,0.395
0.14,0.836,0.306,1.0,0.328,0.968,0.394
0.139,0.838,0.306,1.0,0.328,0.969,0.393
0.138,0.839,0.306,1.0,0.327,0.969,0.393
0.137,0.84,0.306,1.0,0.327,0.969,0.392
0.136,0.841,0.306,1.0,0.327,0.97,0.391
0.135,0.843,0.306,1.0,0.327,0.97,0.391
0.134,0.844,0.306,1.0,0.326,0.97,0.39
0.133,0.845,0.306,1.0,0.326,0.97,0.389
0.132,0.846,0.306,1.0,0.326,0.97,0.389
0.131,0.848,0.306,1.0,0.326,0.97,0.388
0.13,0.849,0.306,1.0,0.325,0.971,0.388
0.129,0.85,0.306,1.0,0.325,0.971,0.387
0.128,0.851,0.306,1.0,0.325,0.971,0.386
0.127,0.853,0.306,1.0,0.325,0.971,0.386
0.126,0.854,0.306,1.0,0.325,0.972,0.385
0.125,0.856,0.306,1.0,0.324,0.972,0.384
0.124,0.857,0.306,1.0,0.324,0.972,0.383
0.123,0.858,0.306,1.0,0.324,0.972,0.383
0.122,0.859,0.306,1.0,0.324,0.973,0.382
0.121,0.86,0.306,1.0,0.324,0.973,0.381
0.12,0.861,0.306,1.0,0.324,0.973,0.381
0.119,0.863,0.306,1.0,0.323,0.973,0.38
0.118,0.864,0.306,1.0,0.323,0.973,0.379
0.117,0.865,0.306,1.0,0.323,0.974,0.379
0.116,0.866,0.306,1.0,0.323,0.974,0.378
0.115,0.867,0.306,1.0,0.323,0.974,0.378
0.114,0.868,0.306,1.0,0.322,0.974,0.377
0.113,0.87,0.306,1.0,0.322,0.974,0.376
0.112,0.871,0.306,1.0,0.322,0.974,0.376
0.111,0.872,0.306,1.0,0.322,0.974,0.375
0.11,0.873,0.306,1.0,0.322,0.975,0.374
0.109,0.875,0.306,1.0,0.322,0.975,0.374
0.108,0.876,0.306,1.0,0.322,0.975,0.373
0.107,0.877,0.306,1.0,0.321,0.975,0.372
0.106,0.878,0.306,1.0,0.321,0.976,0.372
0.105,0.88,0.306,1.0,0.321,0.976,0.371
0.104,0.881,0.306,1.0,0.321,0.976,0.371
0.103,0.883,0.306,1.0,0.321,0.976,0.37
0.102,0.884,0.306,1.0,0.321,0.977,0.37
0.101,0.885,0.306,1.0,0.321,0.977,0.369
0.1,0.887,0.306,1.0,0.32,0.977,0.368
0.099,0.888,0.306,1.0,0.32,0.977,0.368
0.098,0.889,0.306,1.0,0.32,0.977,0.367
0.097,0.89,0.307,1.0,0.32,0.978,0.367
0.096,0.891,0.306,1.0,0.32,0.978,0.366
0.095,0.893,0.307,1.0,0.32,0.978,0.366
0.094,0.894,0.307,1.0,0.32,0.979,0.365
0.093,0.895,0.307,1.0,0.32,0.979,0.364
0.092,0.896,0.307,1.0,0.32,0.979,0.364
0.091,0.897,0.307,1.0,0.319,0.979,0.363
0.09,0.899,0.307,1.0,0.319,0.98,0.363
0.089,0.9,0.307,1.0,0.319,0.98,0.362
0.088,0.902,0.307,1.0,0.319,0.98,0.362
0.087,0.903,0.307,1.0,0.319,0.981,0.361
0.086,0.904,0.307,1.0,0.319,0.981,0.361
0.085,0.905,0.307,1.0,0.319,0.981,0.36
0.084,0.906,0.307,1.0,0.319,0.981,0.36
0.083,0.908,0.307,1.0,0.319,0.982,0.359
0.082,0.909,0.307,1.0,0.319,0.982,0.359
0.081,0.91,0.307,1.0,0.319,0.982,0.358
0.08,0.911,0.307,1.0,0.319,0.982,0.358
0.079,0.912,0.307,1.0,0.319,0.983,0.357
0.078,0.914,0.307,1.0,0.318,0.983,0.357
0.077,0.915,0.307,1.0,0.318,0.983,0.356
0.076,0.917,0.307,1.0,0.318,0.984,0.356
0.075,0.918,0.307,1.0,0.318,0.984,0.355
0.074,0.919,0.307,1.0,0.318,0.984,0.355
0.073,0.92,0.307,1.0,0.318,0.984,0.354
0.072,0.921,0.308,1.0,0.318,0.985,0.354
0.071,0.923,0.308,1.0,0.318,0.985,0.353
0.07,0.924,0.308,1.0,0.318,0.985,0.352
0.069,0.925,0.308,1.0,0.318,0.985,0.352
0.068,0.926,0.308,1.0,0.318,0.986,0.351
0.067,0.927,0.308,1.0,0.318,0.986,0.351
0.066,0.929,0.308,1.0,0.318,0.986,0.35
0.065,0.93,0.308,1.0,0.318,0.986,0.35
0.064,0.931,0.308,1.0,0.318,0.987,0.349
0.063,0.932,0.308,1.0,0.318,0.987,0.349
0.062,0.933,0.308,1.0,0.318,0.987,0.348
0.061,0.935,0.308,1.0,0.318,0.987,0.348
0.06,0.936,0.308,1.0,0.318,0.987,0.347
0.059,0.938,0.308,1.0,0.318,0.987,0.346
0.058,0.939,0.309,1.0,0.317,0.987,0.346
0.057,0.941,0.309,1.0,0.317,0.988,0.345
0.056,0.942,0.309,1.0,0.317,0.988,0.345
0.055,0.943,0.309,1.0,0.317,0.988,0.344
0.054,0.945,0.309,1.0,0.317,0.988,0.344
0.053,0.946,0.309,1.0,0.317,0.989,0.343
0.052,0.947,0.309,1.0,0.317,0.989,0.343
0.051,0.949,0.309,1.0,0.317,0.989,0.342
0.05,0.95,0.31,1.0,0.317,0.989,0.342
0.049,0.951,0.31,1.0,0.317,0.99,0.341
0.048,0.954,0.31,1.0,0.317,0.99,0.341
0.047,0.955,0.31,1.0,0.317,0.99,0.34
0.046,0.956,0.31,1.0,0.317,0.99,0.34
0.045,0.957,0.31,1.0,0.317,0.991,0.339
0.044,0.959,0.311,1.0,0.317,0.991,0.339
0.043,0.96,0.311,1.0,0.317,0.991,0.338
0.042,0.961,0.311,1.0,0.317,0.991,0.338
0.041,0.963,0.311,1.0,0.317,0.992,0.337
0.04,0.963,0.311,1.0,0.317,0.992,0.337
0.039,0.965,0.311,1.0,0.317,0.992,0.336
0.038,0.966,0.311,1.0,0.317,0.992,0.336
0.037,0.968,0.311,1.0,0.317,0.992,0.335
0.036,0.969,0.312,1.0,0.317,0.992,0.335
0.035,0.971,0.312,1.0,0.317,0.993,0.334
0.034,0.972,0.312,1.0,0.317,0.993,0.334
0.033,0.974,0.312,1.0,0.317,0.993,0.333
0.032,0.975,0.313,1.0,0.317,0.993,0.333
0.031,0.977,0.313,1.0,0.317,0.993,0.333
0.03,0.978,0.313,1.0,0.317,0.993,0.332
0.029,0.979,0.313,1.0,0.317,0.994,0.332
0.028,0.981,0.313,,,0.994,0.331
0.027,0.982,0.314,1.0,0.317,0.994,0.331
0.026,0.983,0.314,1.0,0.317,0.994,0.33
0.025,0.985,0.314,1.0,0.317,0.994,0.33
0.024,0.986,0.314,1.0,0.317,0.994,0.33
0.023,0.987,0.314,1.0,0.317,0.995,0.329
0.022,0.988,0.314,1.0,0.317,0.995,0.329
0.021,0.989,0.315,1.0,0.317,0.995,0.328
0.02,0.99,0.315,1.0,0.317,0.996,0.328
0.019,0.991,0.315,1.0,0.316,0.996,0.328
0.018,0.992,0.315,1.0,0.316,0.996,0.327
0.017,0.993,0.315,1.0,0.316,0.996,0.327
0.016,0.994,0.315,1.0,0.316,0.996,0.326
0.015,0.994,0.315,1.0,0.316,0.997,0.326
0.014,0.995,0.316,1.0,0.316,0.997,0.326
0.013,0.996,0.316,,,0.997,0.325
0.012,0.997,0.316,,,0.997,0.325
0.011,0.998,0.316,,,0.997,0.325
0.01,0.998,0.316,1.0,0.316,0.998,0.324
0.009,0.999,0.316,1.0,0.316,0.998,0.324
0.008,1.0,0.316,,,0.998,0.323
